Variant,Year,Sex,Age_Grp,Count,Period
WPP_Low variant,2025,M,35-39,610880.0,2025-2029
WPP_Low variant,2030,M,35-39,720206.0,2030-2034
WPP_Low variant,2035,M,35-39,860295.0,2035-2039
WPP_Low variant,2040,M,35-39,1019881.0,2040-2044
WPP_Low variant,2045,M,35-39,1207909.0,2045-2049
WPP_Low variant,2050,M,35-39,1298524.0,2050-2054
WPP_Low variant,2055,M,35-39,1381280.0,2055-2059
WPP_Low variant,2060,M,35-39,1443389.0,2060-2064
WPP_Low variant,2065,M,35-39,1504556.0,2065-2069
WPP_Low variant,2070,M,35-39,1538560.0,2070-2074
WPP_Low variant,2075,M,35-39,1588930.0,2075-2079
WPP_Low variant,2080,M,35-39,1608468.0,2080-2084
WPP_Low variant,2085,M,35-39,1597100.0,2085-2089
WPP_Low variant,2090,M,35-39,1576294.0,2090-2094
WPP_Low variant,2095,M,35-39,1540518.0,2095-2099
WPP_Low variant,2100,M,35-39,1499962.0,2100+
WPP_Medium variant,2020,M,35-39,483574.0,2020-2024
WPP_Medium variant,2025,M,35-39,610880.0,2025-2029
WPP_Medium variant,2030,M,35-39,720206.0,2030-2034
WPP_Medium variant,2035,M,35-39,860295.0,2035-2039
WPP_Medium variant,2040,M,35-39,1019881.0,2040-2044
WPP_Medium variant,2045,M,35-39,1207909.0,2045-2049
WPP_Medium variant,2050,M,35-39,1298525.0,2050-2054
WPP_Medium variant,2055,M,35-39,1381281.0,2055-2059
WPP_Medium variant,2060,M,35-39,1542805.0,2060-2064
WPP_Medium variant,2065,M,35-39,1693238.0,2065-2069
WPP_Medium variant,2070,M,35-39,1809428.0,2070-2074
WPP_Medium variant,2075,M,35-39,1904519.0,2075-2079
WPP_Medium variant,2080,M,35-39,1993050.0,2080-2084
WPP_Medium variant,2085,M,35-39,2070928.0,2085-2089
WPP_Medium variant,2090,M,35-39,2147547.0,2090-2094
WPP_Medium variant,2095,M,35-39,2204064.0,2095-2099
WPP_Medium variant,2100,M,35-39,2247020.0,2100+
WPP_High variant,2020,M,35-39,483574.0,2020-2024
WPP_High variant,2025,M,35-39,610880.0,2025-2029
WPP_High variant,2030,M,35-39,720206.0,2030-2034
WPP_High variant,2035,M,35-39,860295.0,2035-2039
WPP_High variant,2040,M,35-39,1019881.0,2040-2044
WPP_High variant,2045,M,35-39,1207909.0,2045-2049
WPP_High variant,2050,M,35-39,1298525.0,2050-2054
WPP_High variant,2055,M,35-39,1381280.0,2055-2059
WPP_High variant,2060,M,35-39,1642217.0,2060-2064
WPP_High variant,2065,M,35-39,1881923.0,2065-2069
WPP_High variant,2070,M,35-39,2080301.0,2070-2074
WPP_High variant,2075,M,35-39,2224548.0,2075-2079
WPP_High variant,2080,M,35-39,2396970.0,2080-2084
WPP_High variant,2085,M,35-39,2589712.0,2085-2089
WPP_High variant,2090,M,35-39,2796864.0,2090-2094
WPP_High variant,2095,M,35-39,2983708.0,2095-2099
WPP_High variant,2100,M,35-39,3154179.0,2100+
WPP_Estimates,1950,F,35-39,76323.0,1950-1954
WPP_Estimates,1955,F,35-39,95236.0,1955-1959
WPP_Estimates,1960,F,35-39,100575.0,1960-1964
WPP_Estimates,1965,F,35-39,114074.0,1965-1969
WPP_Estimates,1970,F,35-39,128650.0,1970-1974
WPP_Estimates,1975,F,35-39,146038.0,1975-1979
WPP_Estimates,1980,F,35-39,165539.0,1980-1984
WPP_Estimates,1985,F,35-39,187732.0,1985-1989
WPP_Estimates,1990,F,35-39,242012.0,1990-1994
WPP_Estimates,1995,F,35-39,240854.0,1995-1999
WPP_Estimates,2000,F,35-39,271132.0,2000-2004
WPP_Estimates,2005,F,35-39,302307.0,2005-2009
WPP_Estimates,2010,F,35-39,351260.0,2010-2014
WPP_Estimates,2015,F,35-39,427067.0,2015-2019
WPP_Estimates,2020,F,35-39,510020.0,2020-2024
WPP_Low variant,2020,F,35-39,510020.0,2020-2024
WPP_Low variant,2025,F,35-39,649944.0,2025-2029
WPP_Low variant,2030,F,35-39,757785.0,2030-2034
WPP_Low variant,2035,F,35-39,890178.0,2035-2039
WPP_Low variant,2040,F,35-39,1046148.9999999999,2040-2044
WPP_Low variant,2045,F,35-39,1228581.0,2045-2049
WPP_Low variant,2050,F,35-39,1309149.0,2050-2054
WPP_Low variant,2055,F,35-39,1390533.0,2055-2059
WPP_Low variant,2060,F,35-39,1451382.0,2060-2064
WPP_Low variant,2065,F,35-39,1511218.0,2065-2069
WPP_Low variant,2070,F,35-39,1543050.0,2070-2074
WPP_Low variant,2075,F,35-39,1590596.0,2075-2079
WPP_Low variant,2080,F,35-39,1606561.0,2080-2084
WPP_Low variant,2085,F,35-39,1591252.0,2085-2089
WPP_Low variant,2090,F,35-39,1566649.0,2090-2094
WPP_Low variant,2095,F,35-39,1527442.0,2095-2099
WPP_Low variant,2100,F,35-39,1483930.0,2100+
WPP_Medium variant,2020,F,35-39,510020.0,2020-2024
WPP_Medium variant,2025,F,35-39,649944.0,2025-2029
WPP_Medium variant,2030,F,35-39,757785.0,2030-2034
WPP_Medium variant,2035,F,35-39,890178.0,2035-2039
WPP_Medium variant,2040,F,35-39,1046148.9999999999,2040-2044
WPP_Medium variant,2045,F,35-39,1228581.0,2045-2049
WPP_Medium variant,2050,F,35-39,1309150.0,2050-2054
WPP_Medium variant,2055,F,35-39,1390534.0,2055-2059
WPP_Medium variant,2060,F,35-39,1551074.0,2060-2064
WPP_Medium variant,2065,F,35-39,1700243.0,2065-2069
WPP_Medium variant,2070,F,35-39,1814017.0,2070-2074
WPP_Medium variant,2075,F,35-39,1905736.0,2075-2079
WPP_Medium variant,2080,F,35-39,1989747.0,2080-2084
WPP_Medium variant,2085,F,35-39,2062185.0,2085-2089
WPP_Medium variant,2090,F,35-39,2133000,2090-2094
WPP_Medium variant,2095,F,35-39,2183695.0,2095-2099
WPP_Medium variant,2100,F,35-39,2221093.0,2100+
WPP_High variant,2020,F,35-39,510020.0,2020-2024
WPP_High variant,2025,F,35-39,649944.0,2025-2029
WPP_High variant,2030,F,35-39,757785.0,2030-2034
WPP_High variant,2035,F,35-39,890178.0,2035-2039
WPP_High variant,2040,F,35-39,1046148.9999999999,2040-2044
WPP_High variant,2045,F,35-39,1228581.0,2045-2049
WPP_High variant,2050,F,35-39,1309149.0,2050-2054
WPP_High variant,2055,F,35-39,1390534.0,2055-2059
WPP_High variant,2060,F,35-39,1650767.0,2060-2064
WPP_High variant,2065,F,35-39,1889268.0,2065-2069
WPP_High variant,2070,F,35-39,2084985.9999999998,2070-2074
WPP_High variant,2075,F,35-39,2225308.0,2075-2079
WPP_High variant,2080,F,35-39,2392206.0,2080-2084
WPP_High variant,2085,F,35-39,2577807.0,2085-2089
WPP_High variant,2090,F,35-39,2776749.0,2090-2094
WPP_High variant,2095,F,35-39,2954767.0,2095-2099
WPP_High variant,2100,F,35-39,3116236.0,2100+
WPP_Estimates,1950,M,40-44,50593.0,1950-1954
WPP_Estimates,1955,M,40-44,64078.99999999999,1955-1959
WPP_Estimates,1960,M,40-44,82492.0,1960-1964
WPP_Estimates,1965,M,40-44,84869.0,1965-1969
WPP_Estimates,1970,M,40-44,97241.0,1970-1974
WPP_Estimates,1975,M,40-44,112241.0,1975-1979
WPP_Estimates,1980,M,40-44,129431.00000000001,1980-1984
WPP_Estimates,1985,M,40-44,150582.0,1985-1989
WPP_Estimates,1990,M,40-44,205778.0,1990-1994
WPP_Estimates,1995,M,40-44,197082.0,1995-1999
WPP_Estimates,2000,M,40-44,211499.0,2000-2004
WPP_Estimates,2005,M,40-44,225913.0,2005-2009
WPP_Estimates,2010,M,40-44,261911.99999999997,2010-2014
WPP_Estimates,2015,M,40-44,322621.0,2015-2019
WPP_Estimates,2020,M,40-44,392707.0,2020-2024
WPP_Low variant,2020,M,40-44,392707.0,2020-2024
WPP_Low variant,2025,M,40-44,464877.0,2025-2029
WPP_Low variant,2030,M,40-44,590541.0,2030-2034
WPP_Low variant,2035,M,40-44,699165.0,2035-2039
WPP_Low variant,2040,M,40-44,837844.0,2040-2044
WPP_Low variant,2045,M,40-44,995802.0,2045-2049
WPP_Low variant,2050,M,40-44,1181939.0,2050-2054
WPP_Low variant,2055,M,40-44,1272810.0,2055-2059
WPP_Low variant,2060,M,40-44,1355965.0,2060-2064
WPP_Low variant,2065,M,40-44,1418906.0,2065-2069
WPP_Low variant,2070,M,40-44,1481009.0,2070-2074
WPP_Low variant,2075,M,40-44,1516372.0,2075-2079
WPP_Low variant,2080,M,40-44,1567924.0,2080-2084
WPP_Low variant,2085,M,40-44,1589007.0,2085-2089
WPP_Low variant,2090,M,40-44,1579441.0,2090-2094
WPP_Low variant,2095,M,40-44,1560405.0,2095-2099
WPP_Low variant,2100,M,40-44,1526312.0,2100+
WPP_Medium variant,2020,M,40-44,392707.0,2020-2024
WPP_Medium variant,2025,M,40-44,464877.0,2025-2029
WPP_Medium variant,2030,M,40-44,590541.0,2030-2034
WPP_Medium variant,2035,M,40-44,699165.0,2035-2039
WPP_Medium variant,2040,M,40-44,837844.0,2040-2044
WPP_Medium variant,2045,M,40-44,995802.0,2045-2049
WPP_Medium variant,2050,M,40-44,1181939.0,2050-2054
WPP_Medium variant,2055,M,40-44,1272810.0,2055-2059
WPP_Medium variant,2060,M,40-44,1355966.0,2060-2064
WPP_Medium variant,2065,M,40-44,1516736.0,2065-2069
WPP_Medium variant,2070,M,40-44,1666921.0,2070-2074
WPP_Medium variant,2075,M,40-44,1783596.0,2075-2079
WPP_Medium variant,2080,M,40-44,1879633.0,2080-2084
WPP_Medium variant,2085,M,40-44,1969289.0,2085-2089
WPP_Medium variant,2090,M,40-44,2048469.0,2090-2094
WPP_Medium variant,2095,M,40-44,2126436.0,2095-2099
WPP_Medium variant,2100,M,40-44,2184376.0,2100+
WPP_High variant,2020,M,40-44,392707.0,2020-2024
WPP_High variant,2025,M,40-44,464877.0,2025-2029
WPP_High variant,2030,M,40-44,590541.0,2030-2034
WPP_High variant,2035,M,40-44,699165.0,2035-2039
WPP_High variant,2040,M,40-44,837844.0,2040-2044
WPP_High variant,2045,M,40-44,995802.0,2045-2049
WPP_High variant,2050,M,40-44,1181939.0,2050-2054
WPP_High variant,2055,M,40-44,1272809.0,2055-2059
WPP_High variant,2060,M,40-44,1355965.0,2060-2064
WPP_High variant,2065,M,40-44,1614565.0,2065-2069
WPP_High variant,2070,M,40-44,1852839.0,2070-2074
WPP_High variant,2075,M,40-44,2050822.0,2075-2079
WPP_High variant,2080,M,40-44,2195730.0,2080-2084
WPP_High variant,2085,M,40-44,2368692.0,2085-2089
WPP_High variant,2090,M,40-44,2561998.0,2090-2094
WPP_High variant,2095,M,40-44,2769819.0,2095-2099
WPP_High variant,2100,M,40-44,2957579.0,2100+
WPP_Estimates,1950,F,40-44,55517.0,1950-1954
WPP_Estimates,1955,F,40-44,72213.0,1955-1959
WPP_Estimates,1960,F,40-44,90292.0,1960-1964
WPP_Estimates,1965,F,40-44,95587.0,1965-1969
WPP_Estimates,1970,F,40-44,108642.0,1970-1974
WPP_Estimates,1975,F,40-44,122572.0,1975-1979
WPP_Estimates,1980,F,40-44,140508.0,1980-1984
WPP_Estimates,1985,F,40-44,159221.0,1985-1989
WPP_Estimates,1990,F,40-44,216112.0,1990-1994
WPP_Estimates,1995,F,40-44,192735.0,1995-1999
WPP_Estimates,2000,F,40-44,218225.0,2000-2004
WPP_Estimates,2005,F,40-44,239581.0,2005-2009
WPP_Estimates,2010,F,40-44,278094.0,2010-2014
WPP_Estimates,2015,F,40-44,337304.0,2015-2019
WPP_Estimates,2020,F,40-44,414080.0,2020-2024
WPP_Low variant,2020,F,40-44,414080.0,2020-2024
WPP_Low variant,2025,F,40-44,497843.0,2025-2029
WPP_Low variant,2030,F,40-44,637017.0,2030-2034
WPP_Low variant,2035,F,40-44,744998.0,2035-2039
WPP_Low variant,2040,F,40-44,877217.0,2040-2044
WPP_Low variant,2045,F,40-44,1032777.0,2045-2049
WPP_Low variant,2050,F,40-44,1214567.0,2050-2054
WPP_Low variant,2055,F,40-44,1295545.0,2055-2059
WPP_Low variant,2060,F,40-44,1377223.0,2060-2064
WPP_Low variant,2065,F,40-44,1438501.0,2065-2069
WPP_Low variant,2070,F,40-44,1498764.0,2070-2074
WPP_Low variant,2075,F,40-44,1531216.0,2075-2079
WPP_Low variant,2080,F,40-44,1579253.0,2080-2084
WPP_Low variant,2085,F,40-44,1595898.0,2085-2089
WPP_Low variant,2090,F,40-44,1581413.0,2090-2094
WPP_Low variant,2095,F,40-44,1557593.0,2095-2099
WPP_Low variant,2100,F,40-44,1519168.0,2100+
WPP_Medium variant,2020,F,40-44,414080.0,2020-2024
WPP_Medium variant,2025,F,40-44,497843.0,2025-2029
WPP_Medium variant,2030,F,40-44,637017.0,2030-2034
WPP_Medium variant,2035,F,40-44,744998.0,2035-2039
WPP_Medium variant,2040,F,40-44,877217.0,2040-2044
WPP_Medium variant,2045,F,40-44,1032777.0,2045-2049
WPP_Medium variant,2050,F,40-44,1214567.0,2050-2054
WPP_Medium variant,2055,F,40-44,1295545.0,2055-2059
WPP_Medium variant,2060,F,40-44,1377223.0,2060-2064
WPP_Medium variant,2065,F,40-44,1537368.0,2065-2069
WPP_Medium variant,2070,F,40-44,1686343.0,2070-2074
WPP_Medium variant,2075,F,40-44,1800262.0,2075-2079
WPP_Medium variant,2080,F,40-44,1892321.0,2080-2084
WPP_Medium variant,2085,F,40-44,1976755.0,2085-2089
WPP_Medium variant,2090,F,40-44,2049701.0,2090-2094
WPP_Medium variant,2095,F,40-44,2120993.0,2095-2099
WPP_Medium variant,2100,F,40-44,2172251.0,2100+
WPP_High variant,2020,F,40-44,414080.0,2020-2024
WPP_High variant,2025,F,40-44,497843.0,2025-2029
WPP_High variant,2030,F,40-44,637017.0,2030-2034
WPP_High variant,2035,F,40-44,744998.0,2035-2039
WPP_High variant,2040,F,40-44,877217.0,2040-2044
WPP_High variant,2045,F,40-44,1032777.0,2045-2049
WPP_High variant,2050,F,40-44,1214567.0,2050-2054
WPP_High variant,2055,F,40-44,1295545.0,2055-2059
WPP_High variant,2060,F,40-44,1377222.0,2060-2064
WPP_High variant,2065,F,40-44,1636238.0,2065-2069
WPP_High variant,2070,F,40-44,1873921.0,2070-2074
WPP_High variant,2075,F,40-44,2069309.0000000002,2075-2079
WPP_High variant,2080,F,40-44,2209793.0,2080-2084
WPP_High variant,2085,F,40-44,2376768.0,2085-2089
WPP_High variant,2090,F,40-44,2562424.0,2090-2094
WPP_High variant,2095,F,40-44,2761387.0,2095-2099
WPP_High variant,2100,F,40-44,2939600.0,2100+
WPP_Estimates,1950,M,45-49,47328.0,1950-1954
WPP_Estimates,1955,M,45-49,46948.0,1955-1959
WPP_Estimates,1960,M,45-49,59590.0,1960-1964
WPP_Estimates,1965,M,45-49,76911.0,1965-1969
WPP_Estimates,1970,M,45-49,79303.0,1970-1974
WPP_Estimates,1975,M,45-49,90757.0,1975-1979
WPP_Estimates,1980,M,45-49,106231.0,1980-1984
WPP_Estimates,1985,M,45-49,122012.0,1985-1989
WPP_Estimates,1990,M,45-49,160023.0,1990-1994
WPP_Estimates,1995,M,45-49,173490.0,1995-1999
WPP_Estimates,2000,M,45-49,170278.0,2000-2004
WPP_Estimates,2005,M,45-49,179682.0,2005-2009
WPP_Estimates,2010,M,45-49,200886.0,2010-2014
WPP_Estimates,2015,M,45-49,244160.0,2015-2019
WPP_Estimates,2020,M,45-49,304464.0,2020-2024
WPP_Low variant,2020,M,45-49,304464.0,2020-2024
WPP_Low variant,2025,M,45-49,373765.0,2025-2029
WPP_Low variant,2030,M,45-49,445059.0,2030-2034
WPP_Low variant,2035,M,45-49,568126.0,2035-2039
WPP_Low variant,2040,M,45-49,675131.0,2040-2044
WPP_Low variant,2045,M,45-49,811539.0,2045-2049
WPP_Low variant,2050,M,45-49,967179.0,2050-2054
WPP_Low variant,2055,M,45-49,1150714.0,2055-2059
WPP_Low variant,2060,M,45-49,1241763.0,2060-2064
WPP_Low variant,2065,M,45-49,1325463.0,2065-2069
WPP_Low variant,2070,M,45-49,1389545.0,2070-2074
WPP_Low variant,2075,M,45-49,1452877.0,2075-2079
WPP_Low variant,2080,M,45-49,1490034.0,2080-2084
WPP_Low variant,2085,M,45-49,1543090.0,2085-2089
WPP_Low variant,2090,M,45-49,1566137.0,2090-2094
WPP_Low variant,2095,M,45-49,1558804.0,2095-2099
WPP_Low variant,2100,M,45-49,1541893.0,2100+
WPP_Medium variant,2020,M,45-49,304464.0,2020-2024
WPP_Medium variant,2025,M,45-49,373765.0,2025-2029
WPP_Medium variant,2030,M,45-49,445059.0,2030-2034
WPP_Medium variant,2035,M,45-49,568126.0,2035-2039
WPP_Medium variant,2040,M,45-49,675131.0,2040-2044
WPP_Medium variant,2045,M,45-49,811539.0,2045-2049
WPP_Medium variant,2050,M,45-49,967179.0,2050-2054
WPP_Medium variant,2055,M,45-49,1150714.0,2055-2059
WPP_Medium variant,2060,M,45-49,1241766.0,2060-2064
WPP_Medium variant,2065,M,45-49,1325464.0,2065-2069
WPP_Medium variant,2070,M,45-49,1485419.0,2070-2074
WPP_Medium variant,2075,M,45-49,1635384.0,2075-2079
WPP_Medium variant,2080,M,45-49,1752789.0,2080-2084
WPP_Medium variant,2085,M,45-49,1850058.0,2085-2089
WPP_Medium variant,2090,M,45-49,1941183.0,2090-2094
WPP_Medium variant,2095,M,45-49,2021999.0,2095-2099
WPP_Medium variant,2100,M,45-49,2101568.0,2100+
WPP_High variant,2020,M,45-49,304464.0,2020-2024
WPP_High variant,2025,M,45-49,373765.0,2025-2029
WPP_High variant,2030,M,45-49,445059.0,2030-2034
WPP_High variant,2035,M,45-49,568126.0,2035-2039
WPP_High variant,2040,M,45-49,675131.0,2040-2044
WPP_High variant,2045,M,45-49,811539.0,2045-2049
WPP_High variant,2050,M,45-49,967179.0,2050-2054
WPP_High variant,2055,M,45-49,1150714.0,2055-2059
WPP_High variant,2060,M,45-49,1241764.0,2060-2064
WPP_High variant,2065,M,45-49,1325463.0,2065-2069
WPP_High variant,2070,M,45-49,1581290.0,2070-2074
WPP_High variant,2075,M,45-49,1817891.0,2075-2079
WPP_High variant,2080,M,45-49,2015547.0,2080-2084
WPP_High variant,2085,M,45-49,2161347.0,2085-2089
WPP_High variant,2090,M,45-49,2335088.0,2090-2094
WPP_High variant,2095,M,45-49,2529139.0,2095-2099
WPP_High variant,2100,M,45-49,2737725.0,2100+
WPP_Estimates,1950,F,45-49,52426.0,1950-1954
WPP_Estimates,1955,F,45-49,52309.0,1955-1959
WPP_Estimates,1960,F,45-49,68168.0,1960-1964
WPP_Estimates,1965,F,45-49,85429.0,1965-1969
WPP_Estimates,1970,F,45-49,90611.0,1970-1974
WPP_Estimates,1975,F,45-49,103091.0,1975-1979
WPP_Estimates,1980,F,45-49,117269.0,1980-1984
WPP_Estimates,1985,F,45-49,134469.0,1985-1989
WPP_Estimates,1990,F,45-49,170932.0,1990-1994
WPP_Estimates,1995,F,45-49,174858.0,1995-1999
WPP_Estimates,2000,F,45-49,174921.0,2000-2004
WPP_Estimates,2005,F,45-49,193790.0,2005-2009
WPP_Estimates,2010,F,45-49,219906.0,2010-2014
WPP_Estimates,2015,F,45-49,265767.0,2015-2019
WPP_Estimates,2020,F,45-49,325490.0,2020-2024
WPP_Low variant,2020,F,45-49,325490.0,2020-2024
WPP_Low variant,2025,F,45-49,402143.0,2025-2029
WPP_Low variant,2030,F,45-49,485499.0,2030-2034
WPP_Low variant,2035,F,45-49,623338.0,2035-2039
WPP_Low variant,2040,F,45-49,730912.0,2040-2044
WPP_Low variant,2045,F,45-49,862462.0,2045-2049
WPP_Low variant,2050,F,45-49,1017157.0,2050-2054
WPP_Low variant,2055,F,45-49,1197878.0,2055-2059
WPP_Low variant,2060,F,45-49,1279179.0,2060-2064
WPP_Low variant,2065,F,45-49,1361156.0,2065-2069
WPP_Low variant,2070,F,45-49,1422982.0,2070-2074
WPP_Low variant,2075,F,45-49,1483757.0,2075-2079
WPP_Low variant,2080,F,45-49,1516998.0,2080-2084
WPP_Low variant,2085,F,45-49,1565649.0,2085-2089
WPP_Low variant,2090,F,45-49,1583129.0,2090-2094
WPP_Low variant,2095,F,45-49,1569626.0,2095-2099
WPP_Low variant,2100,F,45-49,1546783.0,2100+
WPP_Medium variant,2020,F,45-49,325490.0,2020-2024
WPP_Medium variant,2025,F,45-49,402143.0,2025-2029
WPP_Medium variant,2030,F,45-49,485499.0,2030-2034
WPP_Medium variant,2035,F,45-49,623338.0,2035-2039
WPP_Medium variant,2040,F,45-49,730912.0,2040-2044
WPP_Medium variant,2045,F,45-49,862462.0,2045-2049
WPP_Medium variant,2050,F,45-49,1017157.0,2050-2054
WPP_Medium variant,2055,F,45-49,1197878.0,2055-2059
WPP_Medium variant,2060,F,45-49,1279178.0,2060-2064
WPP_Medium variant,2065,F,45-49,1361155.0,2065-2069
WPP_Medium variant,2070,F,45-49,1520821.0,2070-2074
WPP_Medium variant,2075,F,45-49,1669528.0,2075-2079
WPP_Medium variant,2080,F,45-49,1783647.0,2080-2084
WPP_Medium variant,2085,F,45-49,1876135.0,2085-2089
WPP_Medium variant,2090,F,45-49,1961078.0,2090-2094
WPP_Medium variant,2095,F,45-49,2034593.0,2095-2099
WPP_Medium variant,2100,F,45-49,2106483.0,2100+
WPP_High variant,2020,F,45-49,325490.0,2020-2024
WPP_High variant,2025,F,45-49,402143.0,2025-2029
WPP_High variant,2030,F,45-49,485499.0,2030-2034
WPP_High variant,2035,F,45-49,623338.0,2035-2039
WPP_High variant,2040,F,45-49,730912.0,2040-2044
WPP_High variant,2045,F,45-49,862462.0,2045-2049
WPP_High variant,2050,F,45-49,1017157.0,2050-2054
WPP_High variant,2055,F,45-49,1197878.0,2055-2059
WPP_High variant,2060,F,45-49,1279179.0,2060-2064
WPP_High variant,2065,F,45-49,1361156.0,2065-2069
WPP_High variant,2070,F,45-49,1618663.0,2070-2074
WPP_High variant,2075,F,45-49,1855300.0,2075-2079
WPP_High variant,2080,F,45-49,2050297.0,2080-2084
WPP_High variant,2085,F,45-49,2190988.0,2085-2089
WPP_High variant,2090,F,45-49,2358033.0,2090-2094
WPP_High variant,2095,F,45-49,2543683.0,2095-2099
WPP_High variant,2100,F,45-49,2742671.0,2100+
WPP_Estimates,1950,M,50-54,38046.0,1950-1954
WPP_Estimates,1955,M,50-54,43375.0,1955-1959
WPP_Estimates,1960,M,50-54,43111.0,1960-1964
WPP_Estimates,1965,M,50-54,54852.0,1965-1969
WPP_Estimates,1970,M,50-54,70941.0,1970-1974
WPP_Estimates,1975,M,50-54,73123.0,1975-1979
WPP_Estimates,1980,M,50-54,84691.0,1980-1984
WPP_Estimates,1985,M,50-54,98795.0,1985-1989
WPP_Estimates,1990,M,50-54,123549.0,1990-1994
WPP_Estimates,1995,M,50-54,138009.0,1995-1999
WPP_Estimates,2000,M,50-54,148222.0,2000-2004
WPP_Estimates,2005,M,50-54,142792.0,2005-2009
WPP_Estimates,2010,M,50-54,157038.0,2010-2014
WPP_Estimates,2015,M,50-54,184195.0,2015-2019
WPP_Estimates,2020,M,50-54,226793.0,2020-2024
WPP_Low variant,2020,M,50-54,226793.0,2020-2024
WPP_Low variant,2025,M,50-54,285263.0,2025-2029
WPP_Low variant,2030,M,50-54,352491.0,2030-2034
WPP_Low variant,2035,M,50-54,421999.0,2035-2039
WPP_Low variant,2040,M,50-54,541114.0,2040-2044
WPP_Low variant,2045,M,50-54,645493.0,2045-2049
WPP_Low variant,2050,M,50-54,778663.0,2050-2054
WPP_Low variant,2055,M,50-54,930991.0,2055-2059
WPP_Low variant,2060,M,50-54,1110944.0,2060-2064
WPP_Low variant,2065,M,50-54,1202137.0,2065-2069
WPP_Low variant,2070,M,50-54,1286548.0,2070-2074
WPP_Low variant,2075,M,50-54,1352046.0,2075-2079
WPP_Low variant,2080,M,50-54,1416966.0,2080-2084
WPP_Low variant,2085,M,50-54,1456409.0,2085-2089
WPP_Low variant,2090,M,50-54,1511391.0,2090-2094
WPP_Low variant,2095,M,50-54,1536952.0,2095-2099
WPP_Low variant,2100,M,50-54,1532432.0,2100+
WPP_Medium variant,2020,M,50-54,226793.0,2020-2024
WPP_Medium variant,2025,M,50-54,285263.0,2025-2029
WPP_Medium variant,2030,M,50-54,352491.0,2030-2034
WPP_Medium variant,2035,M,50-54,421999.0,2035-2039
WPP_Medium variant,2040,M,50-54,541114.0,2040-2044
WPP_Medium variant,2045,M,50-54,645493.0,2045-2049
WPP_Medium variant,2050,M,50-54,778663.0,2050-2054
WPP_Medium variant,2055,M,50-54,930991.0,2055-2059
WPP_Medium variant,2060,M,50-54,1110944.0,2060-2064
WPP_Medium variant,2065,M,50-54,1202139.0,2065-2069
WPP_Medium variant,2070,M,50-54,1286550.0,2070-2074
WPP_Medium variant,2075,M,50-54,1445377.0,2075-2079
WPP_Medium variant,2080,M,50-54,1595042.0,2080-2084
WPP_Medium variant,2085,M,50-54,1713348.0,2085-2089
WPP_Medium variant,2090,M,50-54,1812183.0,2090-2094
WPP_Medium variant,2095,M,50-54,1905162.0,2095-2099
WPP_Medium variant,2100,M,50-54,1987982.0,2100+
WPP_High variant,2020,M,50-54,226793.0,2020-2024
WPP_High variant,2025,M,50-54,285263.0,2025-2029
WPP_High variant,2030,M,50-54,352491.0,2030-2034
WPP_High variant,2035,M,50-54,421999.0,2035-2039
WPP_High variant,2040,M,50-54,541114.0,2040-2044
WPP_High variant,2045,M,50-54,645493.0,2045-2049
WPP_High variant,2050,M,50-54,778663.0,2050-2054
WPP_High variant,2055,M,50-54,930991.0,2055-2059
WPP_High variant,2060,M,50-54,1110944.0,2060-2064
WPP_High variant,2065,M,50-54,1202139.0,2065-2069
WPP_High variant,2070,M,50-54,1286548.0,2070-2074
WPP_High variant,2075,M,50-54,1538706.0,2075-2079
WPP_High variant,2080,M,50-54,1773121.0,2080-2084
WPP_High variant,2085,M,50-54,1970292.0,2085-2089
WPP_High variant,2090,M,50-54,2117209.0,2090-2094
WPP_High variant,2095,M,50-54,2291890.0,2095-2099
WPP_High variant,2100,M,50-54,2486755.0,2100+
WPP_Estimates,1950,F,50-54,43157.0,1950-1954
WPP_Estimates,1955,F,50-54,48926.0,1955-1959
WPP_Estimates,1960,F,50-54,48908.0,1960-1964
WPP_Estimates,1965,F,50-54,63877.0,1965-1969
WPP_Estimates,1970,F,50-54,80201.0,1970-1974
WPP_Estimates,1975,F,50-54,85210.0,1975-1979
WPP_Estimates,1980,F,50-54,97639.0,1980-1984
WPP_Estimates,1985,F,50-54,111179.0,1985-1989
WPP_Estimates,1990,F,50-54,133741.0,1990-1994
WPP_Estimates,1995,F,50-54,143919.0,1995-1999
WPP_Estimates,2000,F,50-54,158386.0,2000-2004
WPP_Estimates,2005,F,50-54,155428.0,2005-2009
WPP_Estimates,2010,F,50-54,176871.0,2010-2014
WPP_Estimates,2015,F,50-54,208480.0,2015-2019
WPP_Estimates,2020,F,50-54,254522.0,2020-2024
WPP_Low variant,2020,F,50-54,254522.0,2020-2024
WPP_Low variant,2025,F,50-54,313633.0,2025-2029
WPP_Low variant,2030,F,50-54,389193.0,2030-2034
WPP_Low variant,2035,F,50-54,471576.0,2035-2039
WPP_Low variant,2040,F,50-54,607328.0,2040-2044
WPP_Low variant,2045,F,50-54,713995.0,2045-2049
WPP_Low variant,2050,F,50-54,844383.0,2050-2054
WPP_Low variant,2055,F,50-54,997732.0,2055-2059
WPP_Low variant,2060,F,50-54,1176911.0,2060-2064
WPP_Low variant,2065,F,50-54,1258566.0,2065-2069
WPP_Low variant,2070,F,50-54,1340932.0,2070-2074
WPP_Low variant,2075,F,50-54,1403405.0,2075-2079
WPP_Low variant,2080,F,50-54,1464859.0,2080-2084
