Variant,Year,Sex,Age_Grp,Count,Period
WPP_Low variant,2085,F,50-54,1499081.0,2085-2089
WPP_Low variant,2090,F,50-54,1548499.0,2090-2094
WPP_Low variant,2095,F,50-54,1566996.0,2095-2099
WPP_Low variant,2100,F,50-54,1554755.0,2100+
WPP_Medium variant,2020,F,50-54,254522.0,2020-2024
WPP_Medium variant,2025,F,50-54,313633.0,2025-2029
WPP_Medium variant,2030,F,50-54,389193.0,2030-2034
WPP_Medium variant,2035,F,50-54,471576.0,2035-2039
WPP_Medium variant,2040,F,50-54,607328.0,2040-2044
WPP_Medium variant,2045,F,50-54,713995.0,2045-2049
WPP_Medium variant,2050,F,50-54,844383.0,2050-2054
WPP_Medium variant,2055,F,50-54,997732.0,2055-2059
WPP_Medium variant,2060,F,50-54,1176911.0,2060-2064
WPP_Medium variant,2065,F,50-54,1258565.0,2065-2069
WPP_Medium variant,2070,F,50-54,1340932.0,2070-2074
WPP_Medium variant,2075,F,50-54,1499925.0,2075-2079
WPP_Medium variant,2080,F,50-54,1648309.0,2080-2084
WPP_Medium variant,2085,F,50-54,1762643.0,2085-2089
WPP_Medium variant,2090,F,50-54,1855656.0,2090-2094
WPP_Medium variant,2095,F,50-54,1941179.0,2095-2099
WPP_Medium variant,2100,F,50-54,2015426.0,2100+
WPP_High variant,2020,F,50-54,254522.0,2020-2024
WPP_High variant,2025,F,50-54,313633.0,2025-2029
WPP_High variant,2030,F,50-54,389193.0,2030-2034
WPP_High variant,2035,F,50-54,471576.0,2035-2039
WPP_High variant,2040,F,50-54,607328.0,2040-2044
WPP_High variant,2045,F,50-54,713995.0,2045-2049
WPP_High variant,2050,F,50-54,844383.0,2050-2054
WPP_High variant,2055,F,50-54,997732.0,2055-2059
WPP_High variant,2060,F,50-54,1176911.0,2060-2064
WPP_High variant,2065,F,50-54,1258565.0,2065-2069
WPP_High variant,2070,F,50-54,1340932.0,2070-2074
WPP_High variant,2075,F,50-54,1596446.0,2075-2079
WPP_High variant,2080,F,50-54,1831762.0,2080-2084
WPP_High variant,2085,F,50-54,2026209.0,2085-2089
WPP_High variant,2090,F,50-54,2167136.0,2090-2094
WPP_High variant,2095,F,50-54,2334182.0,2095-2099
WPP_High variant,2100,F,50-54,2519812.0,2100+
WPP_Estimates,1950,M,55-59,32028.0,1950-1954
WPP_Estimates,1955,M,55-59,34233.0,1955-1959
WPP_Estimates,1960,M,55-59,39097.0,1960-1964
WPP_Estimates,1965,M,55-59,38944.0,1965-1969
WPP_Estimates,1970,M,55-59,49647.0,1970-1974
WPP_Estimates,1975,M,55-59,64349.99999999999,1975-1979
WPP_Estimates,1980,M,55-59,66807.0,1980-1984
WPP_Estimates,1985,M,55-59,77252.0,1985-1989
WPP_Estimates,1990,M,55-59,97916.0,1990-1994
WPP_Estimates,1995,M,55-59,108174.0,1995-1999
WPP_Estimates,2000,M,55-59,115930.0,2000-2004
WPP_Estimates,2005,M,55-59,122127.0,2005-2009
WPP_Estimates,2010,M,55-59,121924.0,2010-2014
WPP_Estimates,2015,M,55-59,140772.0,2015-2019
WPP_Estimates,2020,M,55-59,167435.0,2020-2024
WPP_Low variant,2020,M,55-59,167435.0,2020-2024
WPP_Low variant,2025,M,55-59,207958.0,2025-2029
WPP_Low variant,2030,M,55-59,263471.0,2030-2034
WPP_Low variant,2035,M,55-59,327590.0,2035-2039
WPP_Low variant,2040,M,55-59,394255.0,2040-2044
WPP_Low variant,2045,M,55-59,508010.0,2045-2049
WPP_Low variant,2050,M,55-59,608834.0,2050-2054
WPP_Low variant,2055,M,55-59,737672.0,2055-2059
WPP_Low variant,2060,M,55-59,885637.0,2060-2064
WPP_Low variant,2065,M,55-59,1061005.0,2065-2069
WPP_Low variant,2070,M,55-59,1152425.0,2070-2074
WPP_Low variant,2075,M,55-59,1237620.0,2075-2079
WPP_Low variant,2080,M,55-59,1304906.0,2080-2084
WPP_Low variant,2085,M,55-59,1371847.0,2085-2089
WPP_Low variant,2090,M,55-59,1414152.0,2090-2094
WPP_Low variant,2095,M,55-59,1471589.0,2095-2099
WPP_Low variant,2100,M,55-59,1500219.0,2100+
WPP_Medium variant,2020,M,55-59,167435.0,2020-2024
WPP_Medium variant,2025,M,55-59,207958.0,2025-2029
WPP_Medium variant,2030,M,55-59,263471.0,2030-2034
WPP_Medium variant,2035,M,55-59,327590.0,2035-2039
WPP_Medium variant,2040,M,55-59,394255.0,2040-2044
WPP_Medium variant,2045,M,55-59,508010.0,2045-2049
WPP_Medium variant,2050,M,55-59,608834.0,2050-2054
WPP_Medium variant,2055,M,55-59,737672.0,2055-2059
WPP_Medium variant,2060,M,55-59,885637.0,2060-2064
WPP_Medium variant,2065,M,55-59,1061005.0,2065-2069
WPP_Medium variant,2070,M,55-59,1152425.0,2070-2074
WPP_Medium variant,2075,M,55-59,1237619.0,2075-2079
WPP_Medium variant,2080,M,55-59,1395011.0,2080-2084
WPP_Medium variant,2085,M,55-59,1544306.0,2085-2089
WPP_Medium variant,2090,M,55-59,1663713.0,2090-2094
WPP_Medium variant,2095,M,55-59,1764546.0,2095-2099
WPP_Medium variant,2100,M,55-59,1859734.0,2100+
WPP_High variant,2020,M,55-59,167435.0,2020-2024
WPP_High variant,2025,M,55-59,207958.0,2025-2029
WPP_High variant,2030,M,55-59,263471.0,2030-2034
WPP_High variant,2035,M,55-59,327590.0,2035-2039
WPP_High variant,2040,M,55-59,394255.0,2040-2044
WPP_High variant,2045,M,55-59,508010.0,2045-2049
WPP_High variant,2050,M,55-59,608834.0,2050-2054
WPP_High variant,2055,M,55-59,737672.0,2055-2059
WPP_High variant,2060,M,55-59,885637.0,2060-2064
WPP_High variant,2065,M,55-59,1061005.0,2065-2069
WPP_High variant,2070,M,55-59,1152424.0,2070-2074
WPP_High variant,2075,M,55-59,1237620.0,2075-2079
WPP_High variant,2080,M,55-59,1485116.0,2080-2084
WPP_High variant,2085,M,55-59,1716770.0,2085-2089
WPP_High variant,2090,M,55-59,1913277.0,2090-2094
WPP_High variant,2095,M,55-59,2061627.0,2095-2099
WPP_High variant,2100,M,55-59,2237327.0,2100+
WPP_Estimates,1950,F,55-59,36874.0,1950-1954
WPP_Estimates,1955,F,55-59,39440.0,1955-1959
WPP_Estimates,1960,F,55-59,44806.0,1960-1964
WPP_Estimates,1965,F,55-59,44901.0,1965-1969
WPP_Estimates,1970,F,55-59,58771.0,1970-1974
WPP_Estimates,1975,F,55-59,74046.0,1975-1979
WPP_Estimates,1980,F,55-59,79118.0,1980-1984
WPP_Estimates,1985,F,55-59,90895.0,1985-1989
WPP_Estimates,1990,F,55-59,106857.0,1990-1994
WPP_Estimates,1995,F,55-59,115578.0,1995-1999
WPP_Estimates,2000,F,55-59,129288.00000000001,2000-2004
WPP_Estimates,2005,F,55-59,140226.0,2005-2009
WPP_Estimates,2010,F,55-59,140383.0,2010-2014
WPP_Estimates,2015,F,55-59,165558.0,2015-2019
WPP_Estimates,2020,F,55-59,197398.0,2020-2024
WPP_Low variant,2020,F,55-59,197398.0,2020-2024
WPP_Low variant,2025,F,55-59,242438.0,2025-2029
WPP_Low variant,2030,F,55-59,300146.0,2030-2034
WPP_Low variant,2035,F,55-59,373972.0,2035-2039
WPP_Low variant,2040,F,55-59,454772.0,2040-2044
WPP_Low variant,2045,F,55-59,587639.0,2045-2049
WPP_Low variant,2050,F,55-59,692915.0,2050-2054
WPP_Low variant,2055,F,55-59,821624.0,2055-2059
WPP_Low variant,2060,F,55-59,973096.0,2060-2064
WPP_Low variant,2065,F,55-59,1150257.0,2065-2069
WPP_Low variant,2070,F,55-59,1232343.0,2070-2074
WPP_Low variant,2075,F,55-59,1315115.0,2075-2079
WPP_Low variant,2080,F,55-59,1378416.0,2080-2084
WPP_Low variant,2085,F,55-59,1440719.0,2085-2089
WPP_Low variant,2090,F,55-59,1476198.0,2090-2094
WPP_Low variant,2095,F,55-59,1526526.0,2095-2099
WPP_Low variant,2100,F,55-59,1546361.0,2100+
WPP_Medium variant,2020,F,55-59,197398.0,2020-2024
WPP_Medium variant,2025,F,55-59,242438.0,2025-2029
WPP_Medium variant,2030,F,55-59,300146.0,2030-2034
WPP_Medium variant,2035,F,55-59,373972.0,2035-2039
WPP_Medium variant,2040,F,55-59,454772.0,2040-2044
WPP_Medium variant,2045,F,55-59,587639.0,2045-2049
WPP_Medium variant,2050,F,55-59,692915.0,2050-2054
WPP_Medium variant,2055,F,55-59,821624.0,2055-2059
WPP_Medium variant,2060,F,55-59,973096.0,2060-2064
WPP_Medium variant,2065,F,55-59,1150257.0,2065-2069
WPP_Medium variant,2070,F,55-59,1232344.0,2070-2074
WPP_Medium variant,2075,F,55-59,1315115.0,2075-2079
WPP_Medium variant,2080,F,55-59,1473234.0,2080-2084
WPP_Medium variant,2085,F,55-59,1621178.0,2085-2089
WPP_Medium variant,2090,F,55-59,1735779.0,2090-2094
WPP_Medium variant,2095,F,55-59,1829370.0,2095-2099
WPP_Medium variant,2100,F,55-59,1915672.0,2100+
WPP_High variant,2020,F,55-59,197398.0,2020-2024
WPP_High variant,2025,F,55-59,242438.0,2025-2029
WPP_High variant,2030,F,55-59,300146.0,2030-2034
WPP_High variant,2035,F,55-59,373972.0,2035-2039
WPP_High variant,2040,F,55-59,454772.0,2040-2044
WPP_High variant,2045,F,55-59,587639.0,2045-2049
WPP_High variant,2050,F,55-59,692915.0,2050-2054
WPP_High variant,2055,F,55-59,821624.0,2055-2059
WPP_High variant,2060,F,55-59,973096.0,2060-2064
WPP_High variant,2065,F,55-59,1150257.0,2065-2069
WPP_High variant,2070,F,55-59,1232343.0,2070-2074
WPP_High variant,2075,F,55-59,1315115.0,2075-2079
WPP_High variant,2080,F,55-59,1568053.0,2080-2084
WPP_High variant,2085,F,55-59,1801636.0,2085-2089
WPP_High variant,2090,F,55-59,1995361.0,2090-2094
WPP_High variant,2095,F,55-59,2136476.0,2095-2099
WPP_High variant,2100,F,55-59,2303558.0,2100+
WPP_Estimates,1950,M,60-64,25544.0,1950-1954
WPP_Estimates,1955,M,60-64,27950.0,1955-1959
WPP_Estimates,1960,M,60-64,29922.0,1960-1964
WPP_Estimates,1965,M,60-64,34248.0,1965-1969
WPP_Estimates,1970,M,60-64,34179.0,1970-1974
WPP_Estimates,1975,M,60-64,43755.0,1975-1979
WPP_Estimates,1980,M,60-64,56901.0,1980-1984
WPP_Estimates,1985,M,60-64,59068.0,1985-1989
WPP_Estimates,1990,M,60-64,75957.0,1990-1994
WPP_Estimates,1995,M,60-64,85632.0,1995-1999
WPP_Estimates,2000,M,60-64,87840.0,2000-2004
WPP_Estimates,2005,M,60-64,92093.0,2005-2009
WPP_Estimates,2010,M,60-64,100290.0,2010-2014
WPP_Estimates,2015,M,60-64,105462.0,2015-2019
WPP_Estimates,2020,M,60-64,123788.0,2020-2024
WPP_Low variant,2020,M,60-64,123788.0,2020-2024
WPP_Low variant,2025,M,60-64,148553.0,2025-2029
WPP_Low variant,2030,M,60-64,186033.0,2030-2034
WPP_Low variant,2035,M,60-64,237443.0,2035-2039
WPP_Low variant,2040,M,60-64,297183.0,2040-2044
WPP_Low variant,2045,M,60-64,359927.0,2045-2049
WPP_Low variant,2050,M,60-64,466766.0,2050-2054
WPP_Low variant,2055,M,60-64,562860.0,2055-2059
WPP_Low variant,2060,M,60-64,686010.0,2060-2064
WPP_Low variant,2065,M,60-64,828318.0,2065-2069
WPP_Low variant,2070,M,60-64,997810.0,2070-2074
WPP_Low variant,2075,M,60-64,1089248.0,2075-2079
WPP_Low variant,2080,M,60-64,1175349.0,2080-2084
WPP_Low variant,2085,M,60-64,1244900.0,2085-2089
WPP_Low variant,2090,M,60-64,1314334.0,2090-2094
WPP_Low variant,2095,M,60-64,1360303.0,2095-2099
WPP_Low variant,2100,M,60-64,1420730.0,2100+
WPP_Medium variant,2020,M,60-64,123788.0,2020-2024
WPP_Medium variant,2025,M,60-64,148553.0,2025-2029
WPP_Medium variant,2030,M,60-64,186033.0,2030-2034
WPP_Medium variant,2035,M,60-64,237443.0,2035-2039
WPP_Medium variant,2040,M,60-64,297183.0,2040-2044
WPP_Medium variant,2045,M,60-64,359927.0,2045-2049
WPP_Medium variant,2050,M,60-64,466766.0,2050-2054
WPP_Medium variant,2055,M,60-64,562860.0,2055-2059
WPP_Medium variant,2060,M,60-64,686010.0,2060-2064
WPP_Medium variant,2065,M,60-64,828318.0,2065-2069
WPP_Medium variant,2070,M,60-64,997810.0,2070-2074
WPP_Medium variant,2075,M,60-64,1089248.0,2075-2079
WPP_Medium variant,2080,M,60-64,1175349.0,2080-2084
WPP_Medium variant,2085,M,60-64,1330882.0,2085-2089
WPP_Medium variant,2090,M,60-64,1479597.0,2090-2094
WPP_Medium variant,2095,M,60-64,1600412.0,2095-2099
WPP_Medium variant,2100,M,60-64,1703616.0,2100+
WPP_High variant,2020,M,60-64,123788.0,2020-2024
WPP_High variant,2025,M,60-64,148553.0,2025-2029
WPP_High variant,2030,M,60-64,186033.0,2030-2034
WPP_High variant,2035,M,60-64,237443.0,2035-2039
WPP_High variant,2040,M,60-64,297183.0,2040-2044
WPP_High variant,2045,M,60-64,359927.0,2045-2049
WPP_High variant,2050,M,60-64,466766.0,2050-2054
WPP_High variant,2055,M,60-64,562860.0,2055-2059
WPP_High variant,2060,M,60-64,686010.0,2060-2064
WPP_High variant,2065,M,60-64,828318.0,2065-2069
WPP_High variant,2070,M,60-64,997810.0,2070-2074
WPP_High variant,2075,M,60-64,1089248.0,2075-2079
WPP_High variant,2080,M,60-64,1175350.0,2080-2084
WPP_High variant,2085,M,60-64,1416863.0,2085-2089
WPP_High variant,2090,M,60-64,1644866.0,2090-2094
WPP_High variant,2095,M,60-64,1840522.0,2095-2099
WPP_High variant,2100,M,60-64,1990486.0,2100+
WPP_Estimates,1950,F,60-64,29871.0,1950-1954
WPP_Estimates,1955,F,60-64,32451.0,1955-1959
WPP_Estimates,1960,F,60-64,34801.0,1960-1964
WPP_Estimates,1965,F,60-64,39658.0,1965-1969
WPP_Estimates,1970,F,60-64,39852.0,1970-1974
WPP_Estimates,1975,F,60-64,52450.0,1975-1979
WPP_Estimates,1980,F,60-64,66427.0,1980-1984
WPP_Estimates,1985,F,60-64,71308.0,1985-1989
WPP_Estimates,1990,F,60-64,85933.0,1990-1994
WPP_Estimates,1995,F,60-64,90179.0,1995-1999
WPP_Estimates,2000,F,60-64,101712.0,2000-2004
WPP_Estimates,2005,F,60-64,112562.0,2005-2009
WPP_Estimates,2010,F,60-64,123965.0,2010-2014
WPP_Estimates,2015,F,60-64,128536.0,2015-2019
WPP_Estimates,2020,F,60-64,153834.0,2020-2024
WPP_Low variant,2020,F,60-64,153834.0,2020-2024
WPP_Low variant,2025,F,60-64,184537.0,2025-2029
WPP_Low variant,2030,F,60-64,227832.0,2030-2034
WPP_Low variant,2035,F,60-64,283427.0,2035-2039
WPP_Low variant,2040,F,60-64,354751.0,2040-2044
WPP_Low variant,2045,F,60-64,433313.0,2045-2049
WPP_Low variant,2050,F,60-64,562286.0,2050-2054
WPP_Low variant,2055,F,60-64,665572.0,2055-2059
WPP_Low variant,2060,F,60-64,791916.0,2060-2064
WPP_Low variant,2065,F,60-64,940856.0,2065-2069
WPP_Low variant,2070,F,60-64,1115270.0,2070-2074
WPP_Low variant,2075,F,60-64,1197753.0,2075-2079
WPP_Low variant,2080,F,60-64,1281039.0,2080-2084
WPP_Low variant,2085,F,60-64,1345396.0,2085-2089
WPP_Low variant,2090,F,60-64,1408776.0,2090-2094
WPP_Low variant,2095,F,60-64,1445804.0,2095-2099
WPP_Low variant,2100,F,60-64,1497390.0,2100+
WPP_Medium variant,2020,F,60-64,153834.0,2020-2024
WPP_Medium variant,2025,F,60-64,184537.0,2025-2029
WPP_Medium variant,2030,F,60-64,227832.0,2030-2034
WPP_Medium variant,2035,F,60-64,283427.0,2035-2039
WPP_Medium variant,2040,F,60-64,354751.0,2040-2044
WPP_Medium variant,2045,F,60-64,433313.0,2045-2049
WPP_Medium variant,2050,F,60-64,562286.0,2050-2054
WPP_Medium variant,2055,F,60-64,665572.0,2055-2059
WPP_Medium variant,2060,F,60-64,791916.0,2060-2064
WPP_Medium variant,2065,F,60-64,940856.0,2065-2069
WPP_Medium variant,2070,F,60-64,1115270.0,2070-2074
WPP_Medium variant,2075,F,60-64,1197754.0,2075-2079
WPP_Medium variant,2080,F,60-64,1281039.0,2080-2084
WPP_Medium variant,2085,F,60-64,1437951.0,2085-2089
WPP_Medium variant,2090,F,60-64,1585251.0,2090-2094
WPP_Medium variant,2095,F,60-64,1700064.0,2095-2099
WPP_Medium variant,2100,F,60-64,1794484.0,2100+
WPP_High variant,2020,F,60-64,153834.0,2020-2024
WPP_High variant,2025,F,60-64,184537.0,2025-2029
WPP_High variant,2030,F,60-64,227832.0,2030-2034
WPP_High variant,2035,F,60-64,283427.0,2035-2039
WPP_High variant,2040,F,60-64,354751.0,2040-2044
WPP_High variant,2045,F,60-64,433313.0,2045-2049
WPP_High variant,2050,F,60-64,562286.0,2050-2054
WPP_High variant,2055,F,60-64,665572.0,2055-2059
WPP_High variant,2060,F,60-64,791916.0,2060-2064
WPP_High variant,2065,F,60-64,940856.0,2065-2069
WPP_High variant,2070,F,60-64,1115270.0,2070-2074
WPP_High variant,2075,F,60-64,1197754.0,2075-2079
WPP_High variant,2080,F,60-64,1281038.0,2080-2084
WPP_High variant,2085,F,60-64,1530508.0,2085-2089
WPP_High variant,2090,F,60-64,1761727.0,2090-2094
WPP_High variant,2095,F,60-64,1954328.0,2095-2099
WPP_High variant,2100,F,60-64,2095757.0,2100+
WPP_Estimates,1950,M,65-69,18849.0,1950-1954
WPP_Estimates,1955,M,65-69,21119.0,1955-1959
WPP_Estimates,1960,M,65-69,23142.0,1960-1964
WPP_Estimates,1965,M,65-69,24823.0,1965-1969
WPP_Estimates,1970,M,65-69,28459.0,1970-1974
WPP_Estimates,1975,M,65-69,28516.0,1975-1979
WPP_Estimates,1980,M,65-69,36622.0,1980-1984
WPP_Estimates,1985,M,65-69,47593.0,1985-1989
WPP_Estimates,1990,M,65-69,56463.0,1990-1994
WPP_Estimates,1995,M,65-69,64614.00000000001,1995-1999
WPP_Estimates,2000,M,65-69,65543.0,2000-2004
WPP_Estimates,2005,M,65-69,65492.00000000001,2005-2009
WPP_Estimates,2010,M,65-69,70654.0,2010-2014
WPP_Estimates,2015,M,65-69,81524.0,2015-2019
WPP_Estimates,2020,M,65-69,87563.0,2020-2024
WPP_Low variant,2020,M,65-69,87563.0,2020-2024
WPP_Low variant,2025,M,65-69,103806.0,2025-2029
WPP_Low variant,2030,M,65-69,125838.0,2030-2034
WPP_Low variant,2035,M,65-69,159087.0,2035-2039
WPP_Low variant,2040,M,65-69,204852.0,2040-2044
WPP_Low variant,2045,M,65-69,258656.99999999997,2045-2049
WPP_Low variant,2050,M,65-69,316131.0,2050-2054
WPP_Low variant,2055,M,65-69,413672.0,2055-2059
WPP_Low variant,2060,M,65-69,503188.0,2060-2064
WPP_Low variant,2065,M,65-69,618479.0,2065-2069
WPP_Low variant,2070,M,65-69,752927.0,2070-2074
WPP_Low variant,2075,M,65-69,913864.0,2075-2079
WPP_Low variant,2080,M,65-69,1004738.0,2080-2084
WPP_Low variant,2085,M,65-69,1091648.0,2085-2089
WPP_Low variant,2090,M,65-69,1163688.0,2090-2094
WPP_Low variant,2095,M,65-69,1236120.0,2095-2099
WPP_Low variant,2100,M,65-69,1286501.0,2100+
WPP_Medium variant,2020,M,65-69,87563.0,2020-2024
WPP_Medium variant,2025,M,65-69,103806.0,2025-2029
WPP_Medium variant,2030,M,65-69,125838.0,2030-2034
WPP_Medium variant,2035,M,65-69,159087.0,2035-2039
WPP_Medium variant,2040,M,65-69,204852.0,2040-2044
WPP_Medium variant,2045,M,65-69,258656.99999999997,2045-2049
WPP_Medium variant,2050,M,65-69,316131.0,2050-2054
WPP_Medium variant,2055,M,65-69,413672.0,2055-2059
WPP_Medium variant,2060,M,65-69,503188.0,2060-2064
WPP_Medium variant,2065,M,65-69,618479.0,2065-2069
WPP_Medium variant,2070,M,65-69,752927.0,2070-2074
WPP_Medium variant,2075,M,65-69,913864.0,2075-2079
WPP_Medium variant,2080,M,65-69,1004739.0,2080-2084
WPP_Medium variant,2085,M,65-69,1091648.0,2085-2089
WPP_Medium variant,2090,M,65-69,1244074.0,2090-2094
WPP_Medium variant,2095,M,65-69,1391572.0,2095-2099
WPP_Medium variant,2100,M,65-69,1513613.0,2100+
WPP_High variant,2020,M,65-69,87563.0,2020-2024
WPP_High variant,2025,M,65-69,103806.0,2025-2029
WPP_High variant,2030,M,65-69,125838.0,2030-2034
WPP_High variant,2035,M,65-69,159087.0,2035-2039
WPP_High variant,2040,M,65-69,204852.0,2040-2044
WPP_High variant,2045,M,65-69,258656.99999999997,2045-2049
WPP_High variant,2050,M,65-69,316131.0,2050-2054
WPP_High variant,2055,M,65-69,413672.0,2055-2059
WPP_High variant,2060,M,65-69,503188.0,2060-2064
WPP_High variant,2065,M,65-69,618479.0,2065-2069
WPP_High variant,2070,M,65-69,752927.0,2070-2074
WPP_High variant,2075,M,65-69,913864.0,2075-2079
WPP_High variant,2080,M,65-69,1004737.0,2080-2084
WPP_High variant,2085,M,65-69,1091648.0,2085-2089
WPP_High variant,2090,M,65-69,1324457.0,2090-2094
WPP_High variant,2095,M,65-69,1547028.0,2095-2099
WPP_High variant,2100,M,65-69,1740729.0,2100+
WPP_Estimates,1950,F,65-69,22969.0,1950-1954
WPP_Estimates,1955,F,65-69,24629.0,1955-1959
WPP_Estimates,1960,F,65-69,26842.0,1960-1964
WPP_Estimates,1965,F,65-69,28892.0,1965-1969
WPP_Estimates,1970,F,65-69,33034.0,1970-1974
WPP_Estimates,1975,F,65-69,33419.0,1975-1979
WPP_Estimates,1980,F,65-69,44278.0,1980-1984
WPP_Estimates,1985,F,65-69,56436.0,1985-1989
WPP_Estimates,1990,F,65-69,66481.0,1990-1994
WPP_Estimates,1995,F,65-69,70715.0,1995-1999
WPP_Estimates,2000,F,65-69,76171.0,2000-2004
WPP_Estimates,2005,F,65-69,85383.0,2005-2009
WPP_Estimates,2010,F,65-69,95281.0,2010-2014
WPP_Estimates,2015,F,65-69,108721.0,2015-2019
WPP_Estimates,2020,F,65-69,115063.0,2020-2024
WPP_Low variant,2020,F,65-69,115063.0,2020-2024
WPP_Low variant,2025,F,65-69,138679.0,2025-2029
WPP_Low variant,2030,F,65-69,167461.0,2030-2034
WPP_Low variant,2035,F,65-69,208078.0,2035-2039
WPP_Low variant,2040,F,65-69,260511.00000000003,2040-2044
WPP_Low variant,2045,F,65-69,328203.0,2045-2049
WPP_Low variant,2050,F,65-69,403483.0,2050-2054
WPP_Low variant,2055,F,65-69,526741.0,2055-2059
WPP_Low variant,2060,F,65-69,626899.0,2060-2064
WPP_Low variant,2065,F,65-69,749647.0,2065-2069
WPP_Low variant,2070,F,65-69,894644.0,2070-2074
WPP_Low variant,2075,F,65-69,1064621.0,2075-2079
WPP_Low variant,2080,F,65-69,1147428.0,2080-2084
WPP_Low variant,2085,F,65-69,1231151.0,2085-2089
WPP_Low variant,2090,F,65-69,1296773.0,2090-2094
WPP_Low variant,2095,F,65-69,1361377.0,2095-2099
WPP_Low variant,2100,F,65-69,1400559.0,2100+
WPP_Medium variant,2020,F,65-69,115063.0,2020-2024
WPP_Medium variant,2025,F,65-69,138679.0,2025-2029
WPP_Medium variant,2030,F,65-69,167461.0,2030-2034
WPP_Medium variant,2035,F,65-69,208078.0,2035-2039
WPP_Medium variant,2040,F,65-69,260511.00000000003,2040-2044
WPP_Medium variant,2045,F,65-69,328203.0,2045-2049
WPP_Medium variant,2050,F,65-69,403483.0,2050-2054
WPP_Medium variant,2055,F,65-69,526741.0,2055-2059
WPP_Medium variant,2060,F,65-69,626899.0,2060-2064
WPP_Medium variant,2065,F,65-69,749647.0,2065-2069
WPP_Medium variant,2070,F,65-69,894644.0,2070-2074
WPP_Medium variant,2075,F,65-69,1064621.0,2075-2079
WPP_Medium variant,2080,F,65-69,1147428.0,2080-2084
WPP_Medium variant,2085,F,65-69,1231151.0,2085-2089
WPP_Medium variant,2090,F,65-69,1385991.0,2090-2094
WPP_Medium variant,2095,F,65-69,1531924.0,2095-2099
WPP_Medium variant,2100,F,65-69,1646879.0,2100+
WPP_High variant,2020,F,65-69,115063.0,2020-2024
WPP_High variant,2025,F,65-69,138679.0,2025-2029
WPP_High variant,2030,F,65-69,167461.0,2030-2034
WPP_High variant,2035,F,65-69,208078.0,2035-2039
WPP_High variant,2040,F,65-69,260511.00000000003,2040-2044
WPP_High variant,2045,F,65-69,328203.0,2045-2049
WPP_High variant,2050,F,65-69,403483.0,2050-2054
WPP_High variant,2055,F,65-69,526741.0,2055-2059
WPP_High variant,2060,F,65-69,626899.0,2060-2064
WPP_High variant,2065,F,65-69,749647.0,2065-2069
WPP_High variant,2070,F,65-69,894644.0,2070-2074
WPP_High variant,2075,F,65-69,1064621.0,2075-2079
WPP_High variant,2080,F,65-69,1147428.0,2080-2084
WPP_High variant,2085,F,65-69,1231151.0,2085-2089
WPP_High variant,2090,F,65-69,1475211.0,2090-2094
WPP_High variant,2095,F,65-69,1702475.0,2095-2099
WPP_High variant,2100,F,65-69,1893202.0,2100+
WPP_Estimates,1950,M,70-74,12462.0,1950-1954
WPP_Estimates,1955,M,70-74,14240.0,1955-1959
WPP_Estimates,1960,M,70-74,15973.0,1960-1964
WPP_Estimates,1965,M,70-74,17531.0,1965-1969
WPP_Estimates,1970,M,70-74,18831.0,1970-1974
WPP_Estimates,1975,M,70-74,21669.0,1975-1979
WPP_Estimates,1980,M,70-74,21777.0,1980-1984
WPP_Estimates,1985,M,70-74,27924.0,1985-1989
WPP_Estimates,1990,M,70-74,42146.0,1990-1994
WPP_Estimates,1995,M,70-74,44950.0,1995-1999
WPP_Estimates,2000,M,70-74,44621.0,2000-2004
WPP_Estimates,2005,M,70-74,43791.0,2005-2009
WPP_Estimates,2010,M,70-74,44859.0,2010-2014
WPP_Estimates,2015,M,70-74,51859.0,2015-2019
WPP_Estimates,2020,M,70-74,61748.0,2020-2024
WPP_Low variant,2020,M,70-74,61748.0,2020-2024
WPP_Low variant,2025,M,70-74,67097.0,2025-2029
WPP_Low variant,2030,M,70-74,80598.0,2030-2034
WPP_Low variant,2035,M,70-74,98964.0,2035-2039
WPP_Low variant,2040,M,70-74,126675.0,2040-2044
WPP_Low variant,2045,M,70-74,165200.0,2045-2049
WPP_Low variant,2050,M,70-74,211396.0,2050-2054
WPP_Low variant,2055,M,70-74,261821.00000000003,2055-2059
WPP_Low variant,2060,M,70-74,347087.0,2060-2064
WPP_Low variant,2065,M,70-74,427567.0,2065-2069
WPP_Low variant,2070,M,70-74,532094.0,2070-2074
WPP_Low variant,2075,M,70-74,655226.0,2075-2079
WPP_Low variant,2080,M,70-74,803975.0,2080-2084
WPP_Low variant,2085,M,70-74,893286.0,2085-2089
WPP_Low variant,2090,M,70-74,980184.0,2090-2094
WPP_Low variant,2095,M,70-74,1054719.0,2095-2099
WPP_Low variant,2100,M,70-74,1130014.0,2100+
WPP_Medium variant,2020,M,70-74,61748.0,2020-2024
WPP_Medium variant,2025,M,70-74,67097.0,2025-2029
WPP_Medium variant,2030,M,70-74,80598.0,2030-2034
WPP_Medium variant,2035,M,70-74,98964.0,2035-2039
WPP_Medium variant,2040,M,70-74,126675.0,2040-2044
WPP_Medium variant,2045,M,70-74,165200.0,2045-2049
WPP_Medium variant,2050,M,70-74,211396.0,2050-2054
WPP_Medium variant,2055,M,70-74,261821.00000000003,2055-2059
WPP_Medium variant,2060,M,70-74,347087.0,2060-2064
WPP_Medium variant,2065,M,70-74,427567.0,2065-2069
