Variant,Period,Sex,Age_Grp,Count
WPP_Medium variant,2065-2069,M,20-24,10861.0
WPP_Medium variant,2070-2074,M,20-24,10546.0
WPP_Medium variant,2075-2079,M,20-24,10132.0
WPP_Medium variant,2080-2084,M,20-24,9666.0
WPP_Medium variant,2085-2089,M,20-24,9118.0
WPP_Medium variant,2090-2094,M,20-24,8513.0
WPP_Medium variant,2095-2099,M,20-24,7922.0
WPP_High variant,2020-2024,M,20-24,12244.0
WPP_High variant,2025-2029,M,20-24,12067.0
WPP_High variant,2030-2034,M,20-24,11666.0
WPP_High variant,2035-2039,M,20-24,11086.0
WPP_High variant,2040-2044,M,20-24,11025.0
WPP_High variant,2045-2049,M,20-24,11256.0
WPP_High variant,2050-2054,M,20-24,11371.0
WPP_High variant,2055-2059,M,20-24,11321.0
WPP_High variant,2060-2064,M,20-24,11128.0
WPP_High variant,2065-2069,M,20-24,10861.0
WPP_High variant,2070-2074,M,20-24,10546.0
WPP_High variant,2075-2079,M,20-24,10132.0
WPP_High variant,2080-2084,M,20-24,9666.0
WPP_High variant,2085-2089,M,20-24,9118.0
WPP_High variant,2090-2094,M,20-24,8513.0
WPP_High variant,2095-2099,M,20-24,7922.0
WPP_Estimates,1950-1954,F,20-24,6672.0
WPP_Estimates,1955-1959,F,20-24,7178.0
WPP_Estimates,1960-1964,F,20-24,7502.0
WPP_Estimates,1965-1969,F,20-24,7943.0
WPP_Estimates,1970-1974,F,20-24,7468.0
WPP_Estimates,1975-1979,F,20-24,7330.0
WPP_Estimates,1980-1984,F,20-24,7814.0
WPP_Estimates,1985-1989,F,20-24,9471.0
WPP_Estimates,1990-1994,F,20-24,11179.0
WPP_Estimates,1995-1999,F,20-24,13569.0
WPP_Estimates,2000-2004,F,20-24,16520.0
WPP_Estimates,2005-2009,F,20-24,15100.0
WPP_Estimates,2010-2014,F,20-24,10381.0
WPP_Estimates,2015-2019,F,20-24,8838.0
WPP_Low variant,2020-2024,F,20-24,7865.0
WPP_Low variant,2025-2029,F,20-24,7245.0
WPP_Low variant,2030-2034,F,20-24,6501.0
WPP_Low variant,2035-2039,F,20-24,5754.0
WPP_Low variant,2040-2044,F,20-24,5399.0
WPP_Low variant,2045-2049,F,20-24,5317.0
WPP_Low variant,2050-2054,F,20-24,5253.0
WPP_Low variant,2055-2059,F,20-24,5174.0
WPP_Low variant,2060-2064,F,20-24,5088.0
WPP_Low variant,2065-2069,F,20-24,4984.0
WPP_Low variant,2070-2074,F,20-24,4880.0
WPP_Low variant,2075-2079,F,20-24,4740.0
WPP_Low variant,2080-2084,F,20-24,4572.0
WPP_Low variant,2085-2089,F,20-24,4378.0
WPP_Low variant,2090-2094,F,20-24,4170.0
WPP_Low variant,2095-2099,F,20-24,3940.0
WPP_Medium variant,2020-2024,F,20-24,7875.0
WPP_Medium variant,2025-2029,F,20-24,7245.0
WPP_Medium variant,2030-2034,F,20-24,6501.0
WPP_Medium variant,2035-2039,F,20-24,5754.0
WPP_Medium variant,2040-2044,F,20-24,5399.0
WPP_Medium variant,2045-2049,F,20-24,5317.0
WPP_Medium variant,2050-2054,F,20-24,5253.0
WPP_Medium variant,2055-2059,F,20-24,5174.0
WPP_Medium variant,2060-2064,F,20-24,5088.0
WPP_Medium variant,2065-2069,F,20-24,4984.0
WPP_Medium variant,2070-2074,F,20-24,4880.0
WPP_Medium variant,2075-2079,F,20-24,4740.0
WPP_Medium variant,2080-2084,F,20-24,4572.0
WPP_Medium variant,2085-2089,F,20-24,4378.0
WPP_Medium variant,2090-2094,F,20-24,4170.0
WPP_Medium variant,2095-2099,F,20-24,3940.0
WPP_High variant,2020-2024,F,20-24,7885.0
WPP_High variant,2025-2029,F,20-24,7245.0
WPP_High variant,2030-2034,F,20-24,6501.0
WPP_High variant,2035-2039,F,20-24,5754.0
WPP_High variant,2040-2044,F,20-24,5399.0
WPP_High variant,2045-2049,F,20-24,5317.0
WPP_High variant,2050-2054,F,20-24,5253.0
WPP_High variant,2055-2059,F,20-24,5174.0
WPP_High variant,2060-2064,F,20-24,5088.0
WPP_High variant,2065-2069,F,20-24,4984.0
WPP_High variant,2070-2074,F,20-24,4880.0
WPP_High variant,2075-2079,F,20-24,4740.0
WPP_High variant,2080-2084,F,20-24,4572.0
WPP_High variant,2085-2089,F,20-24,4378.0
WPP_High variant,2090-2094,F,20-24,4170.0
WPP_High variant,2095-2099,F,20-24,3940.0
WPP_Estimates,1950-1954,M,25-29,5929.0
WPP_Estimates,1955-1959,M,25-29,6579.0
WPP_Estimates,1960-1964,M,25-29,7112.0
WPP_Estimates,1965-1969,M,25-29,7807.0
WPP_Estimates,1970-1974,M,25-29,8090.0
WPP_Estimates,1975-1979,M,25-29,8247.0
WPP_Estimates,1980-1984,M,25-29,8854.0
WPP_Estimates,1985-1989,M,25-29,11996.0
WPP_Estimates,1990-1994,M,25-29,16010.000000000002
WPP_Estimates,1995-1999,M,25-29,20561.0
WPP_Estimates,2000-2004,M,25-29,25405.0
WPP_Estimates,2005-2009,M,25-29,21964.0
WPP_Estimates,2010-2014,M,25-29,15545.0
WPP_Estimates,2015-2019,M,25-29,14295.0
WPP_Low variant,2020-2024,M,25-29,13625.0
WPP_Low variant,2025-2029,M,25-29,13518.0
WPP_Low variant,2030-2034,M,25-29,13717.0
WPP_Low variant,2035-2039,M,25-29,13645.0
WPP_Low variant,2040-2044,M,25-29,13214.0
WPP_Low variant,2045-2049,M,25-29,13217.0
WPP_Low variant,2050-2054,M,25-29,13563.0
WPP_Low variant,2055-2059,M,25-29,13697.0
WPP_Low variant,2060-2064,M,25-29,13523.0
WPP_Low variant,2065-2069,M,25-29,13194.0
WPP_Low variant,2070-2074,M,25-29,12766.0
WPP_Low variant,2075-2079,M,25-29,12232.0
WPP_Low variant,2080-2084,M,25-29,11646.0
WPP_Low variant,2085-2089,M,25-29,10955.0
WPP_Low variant,2090-2094,M,25-29,10197.0
WPP_Low variant,2095-2099,M,25-29,9435.0
WPP_Medium variant,2020-2024,M,25-29,13642.0
WPP_Medium variant,2025-2029,M,25-29,13517.0
WPP_Medium variant,2030-2034,M,25-29,13717.0
WPP_Medium variant,2035-2039,M,25-29,13645.0
WPP_Medium variant,2040-2044,M,25-29,13214.0
WPP_Medium variant,2045-2049,M,25-29,13217.0
WPP_Medium variant,2050-2054,M,25-29,13563.0
WPP_Medium variant,2055-2059,M,25-29,13697.0
WPP_Medium variant,2060-2064,M,25-29,13523.0
WPP_Medium variant,2065-2069,M,25-29,13194.0
WPP_Medium variant,2070-2074,M,25-29,12766.0
WPP_Medium variant,2075-2079,M,25-29,12232.0
WPP_Medium variant,2080-2084,M,25-29,11646.0
WPP_Medium variant,2085-2089,M,25-29,10955.0
WPP_Medium variant,2090-2094,M,25-29,10197.0
WPP_Medium variant,2095-2099,M,25-29,9435.0
WPP_High variant,2020-2024,M,25-29,13659.0
WPP_High variant,2025-2029,M,25-29,13517.0
WPP_High variant,2030-2034,M,25-29,13717.0
WPP_High variant,2035-2039,M,25-29,13645.0
WPP_High variant,2040-2044,M,25-29,13214.0
WPP_High variant,2045-2049,M,25-29,13217.0
WPP_High variant,2050-2054,M,25-29,13563.0
WPP_High variant,2055-2059,M,25-29,13697.0
WPP_High variant,2060-2064,M,25-29,13523.0
WPP_High variant,2065-2069,M,25-29,13194.0
WPP_High variant,2070-2074,M,25-29,12766.0
WPP_High variant,2075-2079,M,25-29,12232.0
WPP_High variant,2080-2084,M,25-29,11646.0
WPP_High variant,2085-2089,M,25-29,10955.0
WPP_High variant,2090-2094,M,25-29,10197.0
WPP_High variant,2095-2099,M,25-29,9435.0
WPP_Estimates,1950-1954,F,25-29,5639.0
WPP_Estimates,1955-1959,F,25-29,6106.0
WPP_Estimates,1960-1964,F,25-29,6452.0
WPP_Estimates,1965-1969,F,25-29,6918.0
WPP_Estimates,1970-1974,F,25-29,6955.0
WPP_Estimates,1975-1979,F,25-29,6722.0
WPP_Estimates,1980-1984,F,25-29,6795.0
WPP_Estimates,1985-1989,F,25-29,9034.0
WPP_Estimates,1990-1994,F,25-29,13258.0
WPP_Estimates,1995-1999,F,25-29,20221.0
WPP_Estimates,2000-2004,F,25-29,27430.0
WPP_Estimates,2005-2009,F,25-29,21406.0
WPP_Estimates,2010-2014,F,25-29,12416.0
WPP_Estimates,2015-2019,F,25-29,10906.0
WPP_Low variant,2020-2024,F,25-29,9831.0
WPP_Low variant,2025-2029,F,25-29,9115.0
WPP_Low variant,2030-2034,F,25-29,8647.0
WPP_Low variant,2035-2039,F,25-29,8045.999999999999
WPP_Low variant,2040-2044,F,25-29,7377.0
WPP_Low variant,2045-2049,F,25-29,7150.0
WPP_Low variant,2050-2054,F,25-29,7200.0
WPP_Low variant,2055-2059,F,25-29,7209.0
WPP_Low variant,2060-2064,F,25-29,7126.0
WPP_Low variant,2065-2069,F,25-29,6978.0
WPP_Low variant,2070-2074,F,25-29,6806.0
WPP_Low variant,2075-2079,F,25-29,6591.0
WPP_Low variant,2080-2084,F,25-29,6345.0
WPP_Low variant,2085-2089,F,25-29,6059.0
WPP_Low variant,2090-2094,F,25-29,5755.0
WPP_Low variant,2095-2099,F,25-29,5410.0
WPP_Medium variant,2020-2024,F,25-29,9844.0
WPP_Medium variant,2025-2029,F,25-29,9115.0
WPP_Medium variant,2030-2034,F,25-29,8647.0
WPP_Medium variant,2035-2039,F,25-29,8045.999999999999
WPP_Medium variant,2040-2044,F,25-29,7377.0
WPP_Medium variant,2045-2049,F,25-29,7150.0
WPP_Medium variant,2050-2054,F,25-29,7200.0
WPP_Medium variant,2055-2059,F,25-29,7209.0
WPP_Medium variant,2060-2064,F,25-29,7126.0
WPP_Medium variant,2065-2069,F,25-29,6978.0
WPP_Medium variant,2070-2074,F,25-29,6806.0
WPP_Medium variant,2075-2079,F,25-29,6591.0
WPP_Medium variant,2080-2084,F,25-29,6345.0
WPP_Medium variant,2085-2089,F,25-29,6059.0
WPP_Medium variant,2090-2094,F,25-29,5755.0
WPP_Medium variant,2095-2099,F,25-29,5410.0
WPP_High variant,2020-2024,F,25-29,9856.0
WPP_High variant,2025-2029,F,25-29,9114.0
WPP_High variant,2030-2034,F,25-29,8647.0
WPP_High variant,2035-2039,F,25-29,8045.999999999999
WPP_High variant,2040-2044,F,25-29,7377.0
WPP_High variant,2045-2049,F,25-29,7150.0
WPP_High variant,2050-2054,F,25-29,7200.0
WPP_High variant,2055-2059,F,25-29,7209.0
WPP_High variant,2060-2064,F,25-29,7126.0
WPP_High variant,2065-2069,F,25-29,6978.0
WPP_High variant,2070-2074,F,25-29,6806.0
WPP_High variant,2075-2079,F,25-29,6591.0
WPP_High variant,2080-2084,F,25-29,6345.0
WPP_High variant,2085-2089,F,25-29,6059.0
WPP_High variant,2090-2094,F,25-29,5755.0
WPP_High variant,2095-2099,F,25-29,5410.0
WPP_Estimates,1950-1954,M,30-34,5409.0
WPP_Estimates,1955-1959,M,30-34,5694.0
WPP_Estimates,1960-1964,M,30-34,6204.0
WPP_Estimates,1965-1969,M,30-34,6840.0
WPP_Estimates,1970-1974,M,30-34,7116.0
WPP_Estimates,1975-1979,M,30-34,7635.0
WPP_Estimates,1980-1984,M,30-34,8228.0
WPP_Estimates,1985-1989,M,30-34,11550.0
WPP_Estimates,1990-1994,M,30-34,17385.0
WPP_Estimates,1995-1999,M,30-34,23891.0
WPP_Estimates,2000-2004,M,30-34,29746.0
WPP_Estimates,2005-2009,M,30-34,24528.0
WPP_Estimates,2010-2014,M,30-34,16166.0
WPP_Estimates,2015-2019,M,30-34,15402.0
WPP_Low variant,2020-2024,M,30-34,15379.0
WPP_Low variant,2025-2029,M,30-34,15370.0
WPP_Low variant,2030-2034,M,30-34,15737.0
WPP_Low variant,2035-2039,M,30-34,16500.0
WPP_Low variant,2040-2044,M,30-34,16785.0
WPP_Low variant,2045-2049,M,30-34,16404.0
WPP_Low variant,2050-2054,M,30-34,16540.0
WPP_Low variant,2055-2059,M,30-34,17021.0
WPP_Low variant,2060-2064,M,30-34,17115.0
WPP_Low variant,2065-2069,M,30-34,16810.0
WPP_Low variant,2070-2074,M,30-34,16297.0
WPP_Low variant,2075-2079,M,30-34,15609.0
WPP_Low variant,2080-2084,M,30-34,14852.0
WPP_Low variant,2085-2089,M,30-34,13984.0
WPP_Low variant,2090-2094,M,30-34,13020.0
WPP_Low variant,2095-2099,M,30-34,12044.0
WPP_Medium variant,2020-2024,M,30-34,15398.0
WPP_Medium variant,2025-2029,M,30-34,15369.0
WPP_Medium variant,2030-2034,M,30-34,15737.0
WPP_Medium variant,2035-2039,M,30-34,16500.0
WPP_Medium variant,2040-2044,M,30-34,16785.0
WPP_Medium variant,2045-2049,M,30-34,16404.0
WPP_Medium variant,2050-2054,M,30-34,16540.0
WPP_Medium variant,2055-2059,M,30-34,17021.0
WPP_Medium variant,2060-2064,M,30-34,17115.0
WPP_Medium variant,2065-2069,M,30-34,16810.0
WPP_Medium variant,2070-2074,M,30-34,16297.0
WPP_Medium variant,2075-2079,M,30-34,15609.0
WPP_Medium variant,2080-2084,M,30-34,14852.0
WPP_Medium variant,2085-2089,M,30-34,13984.0
WPP_Medium variant,2090-2094,M,30-34,13020.0
WPP_Medium variant,2095-2099,M,30-34,12044.0
WPP_High variant,2020-2024,M,30-34,15418.0
WPP_High variant,2025-2029,M,30-34,15369.0
WPP_High variant,2030-2034,M,30-34,15737.0
WPP_High variant,2035-2039,M,30-34,16500.0
WPP_High variant,2040-2044,M,30-34,16785.0
WPP_High variant,2045-2049,M,30-34,16404.0
WPP_High variant,2050-2054,M,30-34,16540.0
WPP_High variant,2055-2059,M,30-34,17021.0
WPP_High variant,2060-2064,M,30-34,17115.0
WPP_High variant,2065-2069,M,30-34,16810.0
WPP_High variant,2070-2074,M,30-34,16297.0
WPP_High variant,2075-2079,M,30-34,15609.0
WPP_High variant,2080-2084,M,30-34,14852.0
WPP_High variant,2085-2089,M,30-34,13984.0
WPP_High variant,2090-2094,M,30-34,13020.0
WPP_High variant,2095-2099,M,30-34,12044.0
WPP_Estimates,1950-1954,F,30-34,5196.0
WPP_Estimates,1955-1959,F,30-34,5486.0
WPP_Estimates,1960-1964,F,30-34,5823.0
WPP_Estimates,1965-1969,F,30-34,6287.0
WPP_Estimates,1970-1974,F,30-34,6406.0
WPP_Estimates,1975-1979,F,30-34,6577.0
WPP_Estimates,1980-1984,F,30-34,6529.0
WPP_Estimates,1985-1989,F,30-34,8539.0
WPP_Estimates,1990-1994,F,30-34,13659.0
WPP_Estimates,1995-1999,F,30-34,22707.0
WPP_Estimates,2000-2004,F,30-34,32104.0
WPP_Estimates,2005-2009,F,30-34,23832.0
WPP_Estimates,2010-2014,F,30-34,12464.0
WPP_Estimates,2015-2019,F,30-34,11203.0
WPP_Low variant,2020-2024,F,30-34,10745.0
WPP_Low variant,2025-2029,F,30-34,10088.0
WPP_Low variant,2030-2034,F,30-34,9692.0
WPP_Low variant,2035-2039,F,30-34,9571.0
WPP_Low variant,2040-2044,F,30-34,9239.0
WPP_Low variant,2045-2049,F,30-34,8743.0
WPP_Low variant,2050-2054,F,30-34,8660.0
WPP_Low variant,2055-2059,F,30-34,8832.0
WPP_Low variant,2060-2064,F,30-34,8876.0
WPP_Low variant,2065-2069,F,30-34,8740.0
WPP_Low variant,2070-2074,F,30-34,8532.0
WPP_Low variant,2075-2079,F,30-34,8250.0
WPP_Low variant,2080-2084,F,30-34,7935.0
WPP_Low variant,2085-2089,F,30-34,7584.0
WPP_Low variant,2090-2094,F,30-34,7206.0
WPP_Low variant,2095-2099,F,30-34,6780.0
WPP_Medium variant,2020-2024,F,30-34,10758.0
WPP_Medium variant,2025-2029,F,30-34,10088.0
WPP_Medium variant,2030-2034,F,30-34,9692.0
WPP_Medium variant,2035-2039,F,30-34,9571.0
WPP_Medium variant,2040-2044,F,30-34,9239.0
WPP_Medium variant,2045-2049,F,30-34,8743.0
WPP_Medium variant,2050-2054,F,30-34,8660.0
WPP_Medium variant,2055-2059,F,30-34,8832.0
WPP_Medium variant,2060-2064,F,30-34,8876.0
WPP_Medium variant,2065-2069,F,30-34,8740.0
WPP_Medium variant,2070-2074,F,30-34,8532.0
WPP_Medium variant,2075-2079,F,30-34,8250.0
WPP_Medium variant,2080-2084,F,30-34,7935.0
WPP_Medium variant,2085-2089,F,30-34,7584.0
WPP_Medium variant,2090-2094,F,30-34,7206.0
WPP_Medium variant,2095-2099,F,30-34,6780.0
WPP_High variant,2020-2024,F,30-34,10772.0
WPP_High variant,2025-2029,F,30-34,10087.0
WPP_High variant,2030-2034,F,30-34,9692.0
WPP_High variant,2035-2039,F,30-34,9571.0
WPP_High variant,2040-2044,F,30-34,9239.0
WPP_High variant,2045-2049,F,30-34,8743.0
WPP_High variant,2050-2054,F,30-34,8660.0
WPP_High variant,2055-2059,F,30-34,8832.0
WPP_High variant,2060-2064,F,30-34,8876.0
WPP_High variant,2065-2069,F,30-34,8740.0
WPP_High variant,2070-2074,F,30-34,8532.0
WPP_High variant,2075-2079,F,30-34,8250.0
WPP_High variant,2080-2084,F,30-34,7935.0
WPP_High variant,2085-2089,F,30-34,7584.0
WPP_High variant,2090-2094,F,30-34,7206.0
WPP_High variant,2095-2099,F,30-34,6780.0
WPP_Estimates,1950-1954,M,35-39,4877.0
WPP_Estimates,1955-1959,M,35-39,5421.0
WPP_Estimates,1960-1964,M,35-39,5611.0
WPP_Estimates,1965-1969,M,35-39,6234.0
WPP_Estimates,1970-1974,M,35-39,6552.0
WPP_Estimates,1975-1979,M,35-39,7055.0
WPP_Estimates,1980-1984,M,35-39,8045.0
WPP_Estimates,1985-1989,M,35-39,11702.0
WPP_Estimates,1990-1994,M,35-39,18962.0
WPP_Estimates,1995-1999,M,35-39,28008.0
WPP_Estimates,2000-2004,M,35-39,34342.0
WPP_Estimates,2005-2009,M,35-39,26877.0
WPP_Estimates,2010-2014,M,35-39,17583.0
WPP_Estimates,2015-2019,M,35-39,16807.0
WPP_Low variant,2020-2024,M,35-39,17357.0
WPP_Low variant,2025-2029,M,35-39,18068.0
WPP_Low variant,2030-2034,M,35-39,18681.0
WPP_Low variant,2035-2039,M,35-39,19772.0
WPP_Low variant,2040-2044,M,35-39,21202.0
WPP_Low variant,2045-2049,M,35-39,21765.0
WPP_Low variant,2050-2054,M,35-39,21417.0
WPP_Low variant,2055-2059,M,35-39,21620.0
WPP_Low variant,2060-2064,M,35-39,22120.0
WPP_Low variant,2065-2069,M,35-39,22055.0
WPP_Low variant,2070-2074,M,35-39,21481.0
WPP_Low variant,2075-2079,M,35-39,20593.0
WPP_Low variant,2080-2084,M,35-39,19550.0
WPP_Low variant,2085-2089,M,35-39,18391.0
WPP_Low variant,2090-2094,M,35-39,17138.0
WPP_Low variant,2095-2099,M,35-39,15857.0
WPP_Medium variant,2020-2024,M,35-39,17379.0
WPP_Medium variant,2025-2029,M,35-39,18068.0
WPP_Medium variant,2030-2034,M,35-39,18681.0
WPP_Medium variant,2035-2039,M,35-39,19772.0
WPP_Medium variant,2040-2044,M,35-39,21202.0
WPP_Medium variant,2045-2049,M,35-39,21765.0
WPP_Medium variant,2050-2054,M,35-39,21417.0
WPP_Medium variant,2055-2059,M,35-39,21620.0
WPP_Medium variant,2060-2064,M,35-39,22120.0
WPP_Medium variant,2065-2069,M,35-39,22055.0
WPP_Medium variant,2070-2074,M,35-39,21481.0
WPP_Medium variant,2075-2079,M,35-39,20593.0
WPP_Medium variant,2080-2084,M,35-39,19550.0
WPP_Medium variant,2085-2089,M,35-39,18391.0
WPP_Medium variant,2090-2094,M,35-39,17138.0
WPP_Medium variant,2095-2099,M,35-39,15857.0
WPP_High variant,2020-2024,M,35-39,17400.0
WPP_High variant,2025-2029,M,35-39,18067.0
WPP_High variant,2030-2034,M,35-39,18681.0
WPP_High variant,2035-2039,M,35-39,19772.0
WPP_High variant,2040-2044,M,35-39,21202.0
WPP_High variant,2045-2049,M,35-39,21765.0
WPP_High variant,2050-2054,M,35-39,21417.0
WPP_High variant,2055-2059,M,35-39,21620.0
WPP_High variant,2060-2064,M,35-39,22120.0
WPP_High variant,2065-2069,M,35-39,22055.0
WPP_High variant,2070-2074,M,35-39,21481.0
WPP_High variant,2075-2079,M,35-39,20593.0
WPP_High variant,2080-2084,M,35-39,19550.0
WPP_High variant,2085-2089,M,35-39,18391.0
WPP_High variant,2090-2094,M,35-39,17138.0
WPP_High variant,2095-2099,M,35-39,15857.0
WPP_Estimates,1950-1954,F,35-39,4575.0
WPP_Estimates,1955-1959,F,35-39,5066.0
WPP_Estimates,1960-1964,F,35-39,5257.0
WPP_Estimates,1965-1969,F,35-39,5706.0
WPP_Estimates,1970-1974,F,35-39,5895.0
WPP_Estimates,1975-1979,F,35-39,6142.0
WPP_Estimates,1980-1984,F,35-39,6501.0
WPP_Estimates,1985-1989,F,35-39,8406.0
WPP_Estimates,1990-1994,F,35-39,13381.0
WPP_Estimates,1995-1999,F,35-39,23495.0
WPP_Estimates,2000-2004,F,35-39,34027.0
WPP_Estimates,2005-2009,F,35-39,24759.0
WPP_Estimates,2010-2014,F,35-39,12739.0
WPP_Estimates,2015-2019,F,35-39,11350.0
WPP_Low variant,2020-2024,F,35-39,11469.0
WPP_Low variant,2025-2029,F,35-39,11442.0
WPP_Low variant,2030-2034,F,35-39,11179.0
WPP_Low variant,2035-2039,F,35-39,11200.0
WPP_Low variant,2040-2044,F,35-39,11474.0
WPP_Low variant,2045-2049,F,35-39,11410.0
WPP_Low variant,2050-2054,F,35-39,11014.0
WPP_Low variant,2055-2059,F,35-39,11029.0
WPP_Low variant,2060-2064,F,35-39,11277.0
WPP_Low variant,2065-2069,F,35-39,11283.0
WPP_Low variant,2070-2074,F,35-39,11078.0
WPP_Low variant,2075-2079,F,35-39,10734.0
WPP_Low variant,2080-2084,F,35-39,10323.0
WPP_Low variant,2085-2089,F,35-39,9878.0
WPP_Low variant,2090-2094,F,35-39,9415.0
WPP_Low variant,2095-2099,F,35-39,8885.0
WPP_Medium variant,2020-2024,F,35-39,11484.0
WPP_Medium variant,2025-2029,F,35-39,11442.0
WPP_Medium variant,2030-2034,F,35-39,11179.0
WPP_Medium variant,2035-2039,F,35-39,11200.0
WPP_Medium variant,2040-2044,F,35-39,11474.0
WPP_Medium variant,2045-2049,F,35-39,11410.0
WPP_Medium variant,2050-2054,F,35-39,11014.0
WPP_Medium variant,2055-2059,F,35-39,11029.0
WPP_Medium variant,2060-2064,F,35-39,11277.0
WPP_Medium variant,2065-2069,F,35-39,11283.0
WPP_Medium variant,2070-2074,F,35-39,11078.0
WPP_Medium variant,2075-2079,F,35-39,10734.0
WPP_Medium variant,2080-2084,F,35-39,10323.0
WPP_Medium variant,2085-2089,F,35-39,9878.0
WPP_Medium variant,2090-2094,F,35-39,9415.0
WPP_Medium variant,2095-2099,F,35-39,8885.0
WPP_High variant,2020-2024,F,35-39,11498.0
WPP_High variant,2025-2029,F,35-39,11441.0
WPP_High variant,2030-2034,F,35-39,11179.0
WPP_High variant,2035-2039,F,35-39,11200.0
WPP_High variant,2040-2044,F,35-39,11474.0
WPP_High variant,2045-2049,F,35-39,11410.0
WPP_High variant,2050-2054,F,35-39,11014.0
WPP_High variant,2055-2059,F,35-39,11029.0
WPP_High variant,2060-2064,F,35-39,11277.0
WPP_High variant,2065-2069,F,35-39,11283.0
WPP_High variant,2070-2074,F,35-39,11078.0
WPP_High variant,2075-2079,F,35-39,10734.0
WPP_High variant,2080-2084,F,35-39,10323.0
WPP_High variant,2085-2089,F,35-39,9878.0
WPP_High variant,2090-2094,F,35-39,9415.0
WPP_High variant,2095-2099,F,35-39,8885.0
WPP_Estimates,1950-1954,M,40-44,4117.0
WPP_Estimates,1955-1959,M,40-44,5153.0
WPP_Estimates,1960-1964,M,40-44,5634.0
WPP_Estimates,1965-1969,M,40-44,5942.0
WPP_Estimates,1970-1974,M,40-44,6323.0
WPP_Estimates,1975-1979,M,40-44,6859.0
WPP_Estimates,1980-1984,M,40-44,7819.0
WPP_Estimates,1985-1989,M,40-44,11667.0
WPP_Estimates,1990-1994,M,40-44,18802.0
WPP_Estimates,1995-1999,M,40-44,26939.0
WPP_Estimates,2000-2004,M,40-44,32241.0
WPP_Estimates,2005-2009,M,40-44,25010.0
WPP_Estimates,2010-2014,M,40-44,16912.0
WPP_Estimates,2015-2019,M,40-44,16910.0
WPP_Low variant,2020-2024,M,40-44,17577.0
WPP_Low variant,2025-2029,M,40-44,18906.0
WPP_Low variant,2030-2034,M,40-44,20464.0
WPP_Low variant,2035-2039,M,40-44,21951.0
WPP_Low variant,2040-2044,M,40-44,23859.0
WPP_Low variant,2045-2049,M,40-44,25934.0
WPP_Low variant,2050-2054,M,40-44,26903.0
WPP_Low variant,2055-2059,M,40-44,26596.0
WPP_Low variant,2060-2064,M,40-44,26798.0
WPP_Low variant,2065-2069,M,40-44,27289.0
WPP_Low variant,2070-2074,M,40-44,27119.0
WPP_Low variant,2075-2079,M,40-44,26271.0
WPP_Low variant,2080-2084,M,40-44,25105.0
WPP_Low variant,2085-2089,M,40-44,23736.0
WPP_Low variant,2090-2094,M,40-44,22269.0
WPP_Low variant,2095-2099,M,40-44,20777.0
WPP_Medium variant,2020-2024,M,40-44,17600.0
WPP_Medium variant,2025-2029,M,40-44,18905.0
WPP_Medium variant,2030-2034,M,40-44,20464.0
WPP_Medium variant,2035-2039,M,40-44,21951.0
WPP_Medium variant,2040-2044,M,40-44,23859.0
WPP_Medium variant,2045-2049,M,40-44,25934.0
WPP_Medium variant,2050-2054,M,40-44,26903.0
WPP_Medium variant,2055-2059,M,40-44,26596.0
WPP_Medium variant,2060-2064,M,40-44,26798.0
WPP_Medium variant,2065-2069,M,40-44,27289.0
WPP_Medium variant,2070-2074,M,40-44,27119.0
WPP_Medium variant,2075-2079,M,40-44,26271.0
WPP_Medium variant,2080-2084,M,40-44,25105.0
WPP_Medium variant,2085-2089,M,40-44,23736.0
WPP_Medium variant,2090-2094,M,40-44,22269.0
WPP_Medium variant,2095-2099,M,40-44,20777.0
WPP_High variant,2020-2024,M,40-44,17621.0
WPP_High variant,2025-2029,M,40-44,18905.0
WPP_High variant,2030-2034,M,40-44,20464.0
WPP_High variant,2035-2039,M,40-44,21951.0
WPP_High variant,2040-2044,M,40-44,23859.0
WPP_High variant,2045-2049,M,40-44,25934.0
WPP_High variant,2050-2054,M,40-44,26903.0
WPP_High variant,2055-2059,M,40-44,26596.0
WPP_High variant,2060-2064,M,40-44,26798.0
WPP_High variant,2065-2069,M,40-44,27289.0
WPP_High variant,2070-2074,M,40-44,27119.0
WPP_High variant,2075-2079,M,40-44,26271.0
WPP_High variant,2080-2084,M,40-44,25105.0
WPP_High variant,2085-2089,M,40-44,23736.0
WPP_High variant,2090-2094,M,40-44,22269.0
WPP_High variant,2095-2099,M,40-44,20777.0
WPP_Estimates,1950-1954,F,40-44,3781.0
WPP_Estimates,1955-1959,F,40-44,4693.0
WPP_Estimates,1960-1964,F,40-44,5118.0
WPP_Estimates,1965-1969,F,40-44,5432.0
WPP_Estimates,1970-1974,F,40-44,5683.0
WPP_Estimates,1975-1979,F,40-44,6004.0
WPP_Estimates,1980-1984,F,40-44,6434.0
WPP_Estimates,1985-1989,F,40-44,8450.0
WPP_Estimates,1990-1994,F,40-44,12254.0
WPP_Estimates,1995-1999,F,40-44,18813.0
WPP_Estimates,2000-2004,F,40-44,26147.0
WPP_Estimates,2005-2009,F,40-44,20480.0
WPP_Estimates,2010-2014,F,40-44,11886.0
WPP_Estimates,2015-2019,F,40-44,11178.0
WPP_Low variant,2020-2024,F,40-44,11424.0
WPP_Low variant,2025-2029,F,40-44,12047.0
WPP_Low variant,2030-2034,F,40-44,12589.0
WPP_Low variant,2035-2039,F,40-44,12872.0
