Variant,Period,Sex,Age_Grp,Count
WPP_Medium variant,2055-2059,M,85-89,28381.0
WPP_Medium variant,2060-2064,M,85-89,38096.0
WPP_Medium variant,2065-2069,M,85-89,49537.0
WPP_Medium variant,2070-2074,M,85-89,65973.0
WPP_Medium variant,2075-2079,M,85-89,86186.0
WPP_Medium variant,2080-2084,M,85-89,109041.0
WPP_Medium variant,2085-2089,M,85-89,137143.0
WPP_Medium variant,2090-2094,M,85-89,170391.0
WPP_Medium variant,2095-2099,M,85-89,199102.0
WPP_High variant,2020-2024,M,85-89,5890.0
WPP_High variant,2025-2029,M,85-89,7188.0
WPP_High variant,2030-2034,M,85-89,8924.0
WPP_High variant,2035-2039,M,85-89,10530.0
WPP_High variant,2040-2044,M,85-89,12626.0
WPP_High variant,2045-2049,M,85-89,16018.999999999998
WPP_High variant,2050-2054,M,85-89,21027.0
WPP_High variant,2055-2059,M,85-89,28381.0
WPP_High variant,2060-2064,M,85-89,38096.0
WPP_High variant,2065-2069,M,85-89,49537.0
WPP_High variant,2070-2074,M,85-89,65973.0
WPP_High variant,2075-2079,M,85-89,86186.0
WPP_High variant,2080-2084,M,85-89,109041.0
WPP_High variant,2085-2089,M,85-89,137143.0
WPP_High variant,2090-2094,M,85-89,170391.0
WPP_High variant,2095-2099,M,85-89,199102.0
WPP_Estimates,1950-1954,F,85-89,1187.0
WPP_Estimates,1955-1959,F,85-89,1669.0
WPP_Estimates,1960-1964,F,85-89,2037.9999999999998
WPP_Estimates,1965-1969,F,85-89,2370.0
WPP_Estimates,1970-1974,F,85-89,2641.0
WPP_Estimates,1975-1979,F,85-89,2884.0
WPP_Estimates,1980-1984,F,85-89,3165.0
WPP_Estimates,1985-1989,F,85-89,3849.0
WPP_Estimates,1990-1994,F,85-89,4946.0
WPP_Estimates,1995-1999,F,85-89,6488.0
WPP_Estimates,2000-2004,F,85-89,8364.0
WPP_Estimates,2005-2009,F,85-89,10021.0
WPP_Estimates,2010-2014,F,85-89,9621.0
WPP_Estimates,2015-2019,F,85-89,9740.0
WPP_Low variant,2020-2024,F,85-89,12103.0
WPP_Low variant,2025-2029,F,85-89,14955.0
WPP_Low variant,2030-2034,F,85-89,18155.0
WPP_Low variant,2035-2039,F,85-89,20650.0
WPP_Low variant,2040-2044,F,85-89,24187.0
WPP_Low variant,2045-2049,F,85-89,30084.0
WPP_Low variant,2050-2054,F,85-89,38101.0
WPP_Low variant,2055-2059,F,85-89,48992.0
WPP_Low variant,2060-2064,F,85-89,63134.0
WPP_Low variant,2065-2069,F,85-89,80021.0
WPP_Low variant,2070-2074,F,85-89,103498.0
WPP_Low variant,2075-2079,F,85-89,129440.0
WPP_Low variant,2080-2084,F,85-89,155147.0
WPP_Low variant,2085-2089,F,85-89,185256.0
WPP_Low variant,2090-2094,F,85-89,219983.0
WPP_Low variant,2095-2099,F,85-89,246005.0
WPP_Medium variant,2020-2024,F,85-89,12118.0
WPP_Medium variant,2025-2029,F,85-89,14954.0
WPP_Medium variant,2030-2034,F,85-89,18155.0
WPP_Medium variant,2035-2039,F,85-89,20650.0
WPP_Medium variant,2040-2044,F,85-89,24187.0
WPP_Medium variant,2045-2049,F,85-89,30084.0
WPP_Medium variant,2050-2054,F,85-89,38101.0
WPP_Medium variant,2055-2059,F,85-89,48992.0
WPP_Medium variant,2060-2064,F,85-89,63134.0
WPP_Medium variant,2065-2069,F,85-89,80021.0
WPP_Medium variant,2070-2074,F,85-89,103498.0
WPP_Medium variant,2075-2079,F,85-89,129440.0
WPP_Medium variant,2080-2084,F,85-89,155147.0
WPP_Medium variant,2085-2089,F,85-89,185256.0
WPP_Medium variant,2090-2094,F,85-89,219983.0
WPP_Medium variant,2095-2099,F,85-89,246005.0
WPP_High variant,2020-2024,F,85-89,12133.0
WPP_High variant,2025-2029,F,85-89,14954.0
WPP_High variant,2030-2034,F,85-89,18155.0
WPP_High variant,2035-2039,F,85-89,20650.0
WPP_High variant,2040-2044,F,85-89,24187.0
WPP_High variant,2045-2049,F,85-89,30084.0
WPP_High variant,2050-2054,F,85-89,38101.0
WPP_High variant,2055-2059,F,85-89,48992.0
WPP_High variant,2060-2064,F,85-89,63134.0
WPP_High variant,2065-2069,F,85-89,80021.0
WPP_High variant,2070-2074,F,85-89,103498.0
WPP_High variant,2075-2079,F,85-89,129440.0
WPP_High variant,2080-2084,F,85-89,155147.0
WPP_High variant,2085-2089,F,85-89,185256.0
WPP_High variant,2090-2094,F,85-89,219983.0
WPP_High variant,2095-2099,F,85-89,246005.0
WPP_Estimates,1950-1954,M,90-94,163.0
WPP_Estimates,1955-1959,M,90-94,276.0
WPP_Estimates,1960-1964,M,90-94,401.0
WPP_Estimates,1965-1969,M,90-94,522.0
WPP_Estimates,1970-1974,M,90-94,621.0
WPP_Estimates,1975-1979,M,90-94,690.0
WPP_Estimates,1980-1984,M,90-94,750.0
WPP_Estimates,1985-1989,M,90-94,791.0
WPP_Estimates,1990-1994,M,90-94,871.0
WPP_Estimates,1995-1999,M,90-94,1002.0
WPP_Estimates,2000-2004,M,90-94,1087.0
WPP_Estimates,2005-2009,M,90-94,1079.0
WPP_Estimates,2010-2014,M,90-94,946.0
WPP_Estimates,2015-2019,M,90-94,996.0
WPP_Low variant,2020-2024,M,90-94,1302.0
WPP_Low variant,2025-2029,M,90-94,1653.0
WPP_Low variant,2030-2034,M,90-94,2141.0
WPP_Low variant,2035-2039,M,90-94,2821.0
WPP_Low variant,2040-2044,M,90-94,3544.0
WPP_Low variant,2045-2049,M,90-94,4545.0
WPP_Low variant,2050-2054,M,90-94,6176.0
WPP_Low variant,2055-2059,M,90-94,8681.0
WPP_Low variant,2060-2064,M,90-94,12536.0
WPP_Low variant,2065-2069,M,90-94,17961.0
WPP_Low variant,2070-2074,M,90-94,25000
WPP_Low variant,2075-2079,M,90-94,35595.0
WPP_Low variant,2080-2084,M,90-94,49514.0
WPP_Low variant,2085-2089,M,90-94,66970.0
WPP_Low variant,2090-2094,M,90-94,89811.0
WPP_Low variant,2095-2099,M,90-94,118946.0
WPP_Medium variant,2020-2024,M,90-94,1303.0
WPP_Medium variant,2025-2029,M,90-94,1653.0
WPP_Medium variant,2030-2034,M,90-94,2141.0
WPP_Medium variant,2035-2039,M,90-94,2821.0
WPP_Medium variant,2040-2044,M,90-94,3544.0
WPP_Medium variant,2045-2049,M,90-94,4545.0
WPP_Medium variant,2050-2054,M,90-94,6176.0
WPP_Medium variant,2055-2059,M,90-94,8681.0
WPP_Medium variant,2060-2064,M,90-94,12536.0
WPP_Medium variant,2065-2069,M,90-94,17961.0
WPP_Medium variant,2070-2074,M,90-94,25000
WPP_Medium variant,2075-2079,M,90-94,35595.0
WPP_Medium variant,2080-2084,M,90-94,49514.0
WPP_Medium variant,2085-2089,M,90-94,66970.0
WPP_Medium variant,2090-2094,M,90-94,89811.0
WPP_Medium variant,2095-2099,M,90-94,118946.0
WPP_High variant,2020-2024,M,90-94,1305.0
WPP_High variant,2025-2029,M,90-94,1653.0
WPP_High variant,2030-2034,M,90-94,2141.0
WPP_High variant,2035-2039,M,90-94,2821.0
WPP_High variant,2040-2044,M,90-94,3544.0
WPP_High variant,2045-2049,M,90-94,4545.0
WPP_High variant,2050-2054,M,90-94,6176.0
WPP_High variant,2055-2059,M,90-94,8681.0
WPP_High variant,2060-2064,M,90-94,12536.0
WPP_High variant,2065-2069,M,90-94,17961.0
WPP_High variant,2070-2074,M,90-94,25000
WPP_High variant,2075-2079,M,90-94,35595.0
WPP_High variant,2080-2084,M,90-94,49514.0
WPP_High variant,2085-2089,M,90-94,66970.0
WPP_High variant,2090-2094,M,90-94,89811.0
WPP_High variant,2095-2099,M,90-94,118946.0
WPP_Estimates,1950-1954,F,90-94,229.0
WPP_Estimates,1955-1959,F,90-94,374.0
WPP_Estimates,1960-1964,F,90-94,513.0
WPP_Estimates,1965-1969,F,90-94,619.0
WPP_Estimates,1970-1974,F,90-94,707.0
WPP_Estimates,1975-1979,F,90-94,767.0
WPP_Estimates,1980-1984,F,90-94,818.0
WPP_Estimates,1985-1989,F,90-94,886.0
WPP_Estimates,1990-1994,F,90-94,1057.0
WPP_Estimates,1995-1999,F,90-94,1391.0
WPP_Estimates,2000-2004,F,90-94,1987.0
WPP_Estimates,2005-2009,F,90-94,2818.0
WPP_Estimates,2010-2014,F,90-94,2838.0
WPP_Estimates,2015-2019,F,90-94,2824.0
WPP_Low variant,2020-2024,F,90-94,3611.0
WPP_Low variant,2025-2029,F,90-94,4659.0
WPP_Low variant,2030-2034,F,90-94,6080.0
WPP_Low variant,2035-2039,F,90-94,7825.0
WPP_Low variant,2040-2044,F,90-94,9533.0
WPP_Low variant,2045-2049,F,90-94,12059.0
WPP_Low variant,2050-2054,F,90-94,16193.999999999998
WPP_Low variant,2055-2059,F,90-94,22088.0
WPP_Low variant,2060-2064,F,90-94,30423.0
WPP_Low variant,2065-2069,F,90-94,41845.0
WPP_Low variant,2070-2074,F,90-94,56389.0
WPP_Low variant,2075-2079,F,90-94,77100.0
WPP_Low variant,2080-2084,F,90-94,101349.0
WPP_Low variant,2085-2089,F,90-94,127402.0
WPP_Low variant,2090-2094,F,90-94,159103.0
WPP_Low variant,2095-2099,F,90-94,196528.0
WPP_Medium variant,2020-2024,F,90-94,3616.0
WPP_Medium variant,2025-2029,F,90-94,4658.0
WPP_Medium variant,2030-2034,F,90-94,6080.0
WPP_Medium variant,2035-2039,F,90-94,7825.0
WPP_Medium variant,2040-2044,F,90-94,9533.0
WPP_Medium variant,2045-2049,F,90-94,12059.0
WPP_Medium variant,2050-2054,F,90-94,16193.999999999998
WPP_Medium variant,2055-2059,F,90-94,22088.0
WPP_Medium variant,2060-2064,F,90-94,30423.0
WPP_Medium variant,2065-2069,F,90-94,41845.0
WPP_Medium variant,2070-2074,F,90-94,56389.0
WPP_Medium variant,2075-2079,F,90-94,77100.0
WPP_Medium variant,2080-2084,F,90-94,101349.0
WPP_Medium variant,2085-2089,F,90-94,127402.0
WPP_Medium variant,2090-2094,F,90-94,159103.0
WPP_Medium variant,2095-2099,F,90-94,196528.0
WPP_High variant,2020-2024,F,90-94,3620.0
WPP_High variant,2025-2029,F,90-94,4658.0
WPP_High variant,2030-2034,F,90-94,6080.0
WPP_High variant,2035-2039,F,90-94,7825.0
WPP_High variant,2040-2044,F,90-94,9533.0
WPP_High variant,2045-2049,F,90-94,12059.0
WPP_High variant,2050-2054,F,90-94,16193.999999999998
WPP_High variant,2055-2059,F,90-94,22088.0
WPP_High variant,2060-2064,F,90-94,30423.0
WPP_High variant,2065-2069,F,90-94,41845.0
WPP_High variant,2070-2074,F,90-94,56389.0
WPP_High variant,2075-2079,F,90-94,77100.0
WPP_High variant,2080-2084,F,90-94,101349.0
WPP_High variant,2085-2089,F,90-94,127402.0
WPP_High variant,2090-2094,F,90-94,159103.0
WPP_High variant,2095-2099,F,90-94,196528.0
WPP_Estimates,1950-1954,M,95+,14.0
WPP_Estimates,1955-1959,M,95+,24.0
WPP_Estimates,1960-1964,M,95+,41.0
WPP_Estimates,1965-1969,M,95+,58.0
WPP_Estimates,1970-1974,M,95+,72.0
WPP_Estimates,1975-1979,M,95+,83.0
WPP_Estimates,1980-1984,M,95+,88.0
WPP_Estimates,1985-1989,M,95+,91.0
WPP_Estimates,1990-1994,M,95+,89.0
WPP_Estimates,1995-1999,M,95+,95.0
WPP_Estimates,2000-2004,M,95+,105.0
WPP_Estimates,2005-2009,M,95+,104.0
WPP_Estimates,2010-2014,M,95+,86.0
WPP_Estimates,2015-2019,M,95+,81.0
WPP_Low variant,2020-2024,M,95+,106.0
WPP_Low variant,2025-2029,M,95+,147.0
WPP_Low variant,2030-2034,M,95+,202.0
WPP_Low variant,2035-2039,M,95+,283.0
WPP_Low variant,2040-2044,M,95+,409.0
WPP_Low variant,2045-2049,M,95+,563.0
WPP_Low variant,2050-2054,M,95+,791.0
WPP_Low variant,2055-2059,M,95+,1178.0
WPP_Low variant,2060-2064,M,95+,1812.0
WPP_Low variant,2065-2069,M,95+,2863.0
WPP_Low variant,2070-2074,M,95+,4513.0
WPP_Low variant,2075-2079,M,95+,6915.0
WPP_Low variant,2080-2084,M,95+,10831.0
WPP_Low variant,2085-2089,M,95+,16669.0
WPP_Low variant,2090-2094,M,95+,24995.0
WPP_Low variant,2095-2099,M,95+,37149.0
WPP_Medium variant,2020-2024,M,95+,107.0
WPP_Medium variant,2025-2029,M,95+,147.0
WPP_Medium variant,2030-2034,M,95+,202.0
WPP_Medium variant,2035-2039,M,95+,283.0
WPP_Medium variant,2040-2044,M,95+,409.0
WPP_Medium variant,2045-2049,M,95+,563.0
WPP_Medium variant,2050-2054,M,95+,791.0
WPP_Medium variant,2055-2059,M,95+,1178.0
WPP_Medium variant,2060-2064,M,95+,1812.0
WPP_Medium variant,2065-2069,M,95+,2863.0
WPP_Medium variant,2070-2074,M,95+,4513.0
WPP_Medium variant,2075-2079,M,95+,6915.0
WPP_Medium variant,2080-2084,M,95+,10831.0
WPP_Medium variant,2085-2089,M,95+,16669.0
WPP_Medium variant,2090-2094,M,95+,24995.0
WPP_Medium variant,2095-2099,M,95+,37149.0
WPP_High variant,2020-2024,M,95+,107.0
WPP_High variant,2025-2029,M,95+,147.0
WPP_High variant,2030-2034,M,95+,202.0
WPP_High variant,2035-2039,M,95+,283.0
WPP_High variant,2040-2044,M,95+,409.0
WPP_High variant,2045-2049,M,95+,563.0
WPP_High variant,2050-2054,M,95+,791.0
WPP_High variant,2055-2059,M,95+,1178.0
WPP_High variant,2060-2064,M,95+,1812.0
WPP_High variant,2065-2069,M,95+,2863.0
WPP_High variant,2070-2074,M,95+,4513.0
WPP_High variant,2075-2079,M,95+,6915.0
WPP_High variant,2080-2084,M,95+,10831.0
WPP_High variant,2085-2089,M,95+,16669.0
WPP_High variant,2090-2094,M,95+,24995.0
WPP_High variant,2095-2099,M,95+,37149.0
WPP_Estimates,1950-1954,F,95+,23.0
WPP_Estimates,1955-1959,F,95+,39.0
WPP_Estimates,1960-1964,F,95+,59.0
WPP_Estimates,1965-1969,F,95+,78.0
WPP_Estimates,1970-1974,F,95+,90.0
WPP_Estimates,1975-1979,F,95+,95.0
WPP_Estimates,1980-1984,F,95+,96.0
WPP_Estimates,1985-1989,F,95+,98.0
WPP_Estimates,1990-1994,F,95+,104.0
WPP_Estimates,1995-1999,F,95+,134.0
WPP_Estimates,2000-2004,F,95+,209.0
WPP_Estimates,2005-2009,F,95+,321.0
WPP_Estimates,2010-2014,F,95+,327.0
WPP_Estimates,2015-2019,F,95+,298.0
WPP_Low variant,2020-2024,F,95+,380.0
WPP_Low variant,2025-2029,F,95+,514.0
WPP_Low variant,2030-2034,F,95+,724.0
WPP_Low variant,2035-2039,F,95+,1042.0
WPP_Low variant,2040-2044,F,95+,1505.0
WPP_Low variant,2045-2049,F,95+,2067.0
WPP_Low variant,2050-2054,F,95+,2950.0
WPP_Low variant,2055-2059,F,95+,4429.0
WPP_Low variant,2060-2064,F,95+,6732.0
WPP_Low variant,2065-2069,F,95+,10288.0
WPP_Low variant,2070-2074,F,95+,15644.0
WPP_Low variant,2075-2079,F,95+,23191.0
WPP_Low variant,2080-2084,F,95+,34663.0
WPP_Low variant,2085-2089,F,95+,49861.0
WPP_Low variant,2090-2094,F,95+,68602.0
WPP_Low variant,2095-2099,F,95+,92979.0
WPP_Medium variant,2020-2024,F,95+,381.0
WPP_Medium variant,2025-2029,F,95+,514.0
WPP_Medium variant,2030-2034,F,95+,724.0
WPP_Medium variant,2035-2039,F,95+,1042.0
WPP_Medium variant,2040-2044,F,95+,1505.0
WPP_Medium variant,2045-2049,F,95+,2067.0
WPP_Medium variant,2050-2054,F,95+,2950.0
WPP_Medium variant,2055-2059,F,95+,4429.0
WPP_Medium variant,2060-2064,F,95+,6732.0
WPP_Medium variant,2065-2069,F,95+,10288.0
WPP_Medium variant,2070-2074,F,95+,15644.0
WPP_Medium variant,2075-2079,F,95+,23191.0
WPP_Medium variant,2080-2084,F,95+,34663.0
WPP_Medium variant,2085-2089,F,95+,49861.0
WPP_Medium variant,2090-2094,F,95+,68602.0
WPP_Medium variant,2095-2099,F,95+,92979.0
WPP_High variant,2020-2024,F,95+,381.0
WPP_High variant,2025-2029,F,95+,514.0
WPP_High variant,2030-2034,F,95+,724.0
WPP_High variant,2035-2039,F,95+,1042.0
WPP_High variant,2040-2044,F,95+,1505.0
WPP_High variant,2045-2049,F,95+,2067.0
WPP_High variant,2050-2054,F,95+,2950.0
WPP_High variant,2055-2059,F,95+,4429.0
WPP_High variant,2060-2064,F,95+,6732.0
WPP_High variant,2065-2069,F,95+,10288.0
WPP_High variant,2070-2074,F,95+,15644.0
WPP_High variant,2075-2079,F,95+,23191.0
WPP_High variant,2080-2084,F,95+,34663.0
WPP_High variant,2085-2089,F,95+,49861.0
WPP_High variant,2090-2094,F,95+,68602.0
WPP_High variant,2095-2099,F,95+,92979.0
